"IDE_VENTA","IDE_PEDIDO","IDE_CLIENTE","IDE_FECHA","IDE_PRODUCTO","IDE_VENDEDOR","NUM_PRECIO_NETO"
6379,14432,4427,"2014-08-15","PRO14",1,16.0
6378,14431,4426,"2014-09-29","PRO14",1,3.0
6377,14430,4425,"2014-10-06","PRO14",1,8.0
6376,14429,4424,"2014-10-03","PRO14",1,13.0
6375,14428,4423,"2014-08-22","PRO14",1,29.0
6374,14427,4422,"2014-08-21","PRO14",1,19.0
6373,14426,4421,"2014-07-30","PRO14",1,55.0
6372,14425,4420,"2014-07-27","PRO14",1,18.0
6371,14424,4419,"2014-09-01","PRO14",1,1.0
6370,14423,4418,"2014-08-27","PRO14",1,7.0
6369,14422,4417,"2014-08-06","PRO14",1,40.0
6368,14421,4416,"2014-09-08","PRO14",1,3.0
6367,14420,4415,"2014-08-01","PRO14",1,52.0
6366,14419,4414,"2014-08-27","PRO14",1,7.0
6365,14418,4413,"2014-08-17","PRO14",1,29.0
6364,14417,4412,"2014-09-27","PRO14",1,13.0
6363,14416,4411,"2014-10-01","PRO14",1,27.0
6362,14415,4410,"2014-07-20","PRO14",1,20.0
6361,14414,4409,"2014-09-02","PRO14",1,7.0
6360,14413,4408,"2014-07-27","PRO14",1,3.0
6359,14412,4407,"2014-07-19","PRO14",1,6.0
6358,14411,4406,"2014-08-20","PRO14",1,17.0
6357,14410,4405,"2014-08-08","PRO14",1,19.0
6356,14409,4404,"2014-08-13","PRO14",1,76.0
6355,14408,4403,"2014-07-21","PRO14",1,75.0
6354,14407,4402,"2014-08-17","PRO14",1,10.0
6353,14406,4401,"2014-10-09","PRO14",1,12.0
6352,14405,4400,"2014-10-22","PRO14",1,8.0
6351,14404,4399,"2014-09-22","PRO14",1,7.0
6350,14403,4398,"2014-07-30","PRO14",1,6.0
6349,14402,4397,"2014-07-17","PRO14",1,28.0
6348,14401,4396,"2014-10-21","PRO14",1,19.0
6347,14400,4395,"2014-08-13","PRO14",1,30.0
6346,14399,4394,"2014-10-05","PRO14",1,8.0
6345,14398,4393,"2014-08-11","PRO14",1,13.3
6344,14397,4392,"2014-08-01","PRO14",1,17.0
6343,14396,4391,"2014-09-06","PRO14",1,6.0
6342,14395,4390,"2014-07-30","PRO14",1,6.0
6341,14394,4389,"2014-08-24","PRO14",1,8.0
6340,14393,4388,"2014-09-15","PRO14",1,9.0
6339,14392,4387,"2014-08-07","PRO14",1,39.0
6338,14391,4386,"2014-09-03","PRO14",1,20.0
6337,14390,4385,"2014-08-26","PRO14",1,37.0
6336,14389,4384,"2014-08-04","PRO14",1,14.0
6335,14388,4383,"2014-09-05","PRO14",1,34.0
6334,14387,4382,"2014-07-29","PRO14",1,2.0
6333,14386,4381,"2014-07-20","PRO14",1,26.0
6332,14385,4380,"2014-09-23","PRO14",1,11.0
6331,14384,4379,"2014-07-30","PRO14",1,3.0
6330,14383,4378,"2014-07-16","PRO14",1,36.0
6329,14382,4377,"2014-08-14","PRO14",1,15.0
6328,14381,4376,"2014-07-31","PRO14",1,5.0
6327,14380,4375,"2014-09-03","PRO14",1,14.0
6326,14378,4373,"2014-08-07","PRO14",1,3.0
6325,14377,4372,"2014-10-12","PRO14",1,10.0
6324,14376,4371,"2014-09-27","PRO14",1,25.0
6323,14375,4370,"2014-10-17","PRO14",1,5.0
6322,14374,4369,"2014-09-18","PRO14",1,5.0
6321,14373,4368,"2014-09-29","PRO14",1,28.0
6320,14372,4367,"2014-09-25","PRO14",1,43.3
6319,14371,4366,"2014-10-17","PRO14",2,5.0
6318,14370,4365,"2014-10-22","PRO14",2,22.0
6317,14369,4364,"2014-09-20","PRO14",2,23.3
6316,14368,4363,"2014-10-01","PRO14",2,2.0
6315,14367,4362,"2014-07-22","PRO14",2,6.0
6314,14366,4361,"2014-10-08","PRO14",2,29.0
6313,14365,4360,"2014-07-21","PRO14",2,19.0
6312,14364,4359,"2014-07-30","PRO14",2,19.0
6311,14363,4358,"2014-08-06","PRO14",2,22.0
6310,14362,4357,"2014-09-18","PRO14",2,10.0
6309,14361,4356,"2014-10-23","PRO14",2,3.0
6308,14360,4355,"2014-07-27","PRO14",2,22.0
6307,14359,4354,"2014-08-03","PRO14",2,13.0
6306,14358,4353,"2014-09-14","PRO14",2,4.0
6305,14357,4352,"2014-10-18","PRO14",2,11.0
6304,14356,4351,"2014-09-23","PRO14",2,5.0
6303,14355,4350,"2014-09-05","PRO14",2,8.0
6302,14354,4349,"2014-10-20","PRO14",2,31.0
6301,14353,4348,"2014-08-27","PRO14",2,1.0
6300,14352,4347,"2014-09-26","PRO14",2,39.0
6299,14351,4346,"2014-07-22","PRO14",2,21.0
6298,14350,4345,"2014-10-09","PRO14",2,15.0
6297,14349,4344,"2014-07-23","PRO14",1,4.0
6296,14348,4343,"2014-09-04","PRO14",1,31.0
6295,14347,4342,"2014-09-02","PRO14",1,50.0
6294,14346,4341,"2014-09-17","PRO14",1,24.0
6293,14345,4340,"2014-09-09","PRO14",1,56.0
6292,14344,4339,"2014-07-20","PRO14",1,14.0
6291,14343,4338,"2014-08-07","PRO14",1,93.0
6290,14342,4337,"2014-09-23","PRO14",1,1.0
6289,14341,4336,"2014-08-26","PRO14",1,27.0
6288,14340,4335,"2014-10-02","PRO14",1,25.0
6287,14339,4334,"2014-10-08","PRO14",1,2.0
6286,14337,4332,"2014-09-15","PRO14",1,22.0
6285,14336,4331,"2014-08-15","PRO14",1,8.0
6284,14335,4330,"2014-10-21","PRO14",1,25.0
6283,14333,4328,"2014-08-28","PRO14",1,25.0
6282,14332,4327,"2014-09-30","PRO14",1,7.0
6281,14331,4326,"2014-10-03","PRO14",1,10.0
6280,14330,4325,"2014-07-22","PRO14",1,29.0
6279,14329,4324,"2014-08-03","PRO14",1,4.0
6278,14328,4323,"2014-10-18","PRO14",1,26.7
6277,14327,4322,"2014-09-05","PRO14",1,17.0
6276,14326,4321,"2014-10-11","PRO14",1,13.0
6275,14325,4320,"2014-09-15","PRO14",1,14.0
6274,14324,4319,"2014-09-27","PRO14",1,60.0
6273,14323,4318,"2014-08-19","PRO14",1,28.0
6272,14322,4317,"2014-09-20","PRO14",1,15.0
6271,14321,4316,"2014-10-23","PRO14",1,12.0
6270,14320,4315,"2014-10-01","PRO14",1,15.0
6269,14319,4314,"2014-08-13","PRO14",1,45.0
6268,14318,4313,"2014-09-08","PRO14",1,17.0
6267,14317,4312,"2014-10-05","PRO14",1,1.0
6266,14316,4311,"2014-10-08","PRO14",1,2.0
6265,14315,4310,"2014-10-03","PRO14",1,28.0
6264,14314,4309,"2014-08-23","PRO14",1,18.0
6263,14313,4308,"2014-08-22","PRO14",1,8.0
6262,14312,4307,"2014-09-02","PRO14",1,15.0
6261,14311,4306,"2014-07-18","PRO14",1,8.0
6260,14310,4305,"2014-08-05","PRO14",1,10.0
6259,14309,4304,"2014-08-18","PRO14",1,13.0
6258,14308,4303,"2014-10-05","PRO14",1,1.0
6257,14307,4302,"2014-10-15","PRO14",1,3.0
6256,14306,4301,"2014-08-10","PRO14",1,25.0
6255,14305,4300,"2014-07-27","PRO14",1,16.0
6254,14304,4299,"2014-08-28","PRO14",1,4.0
6253,14302,4297,"2014-08-07","PRO14",1,21.0
6252,14301,4296,"2014-08-21","PRO14",1,26.0
6251,14300,4295,"2014-10-10","PRO14",4,4.0
6250,14299,4294,"2014-10-22","PRO14",4,14.0
6249,14298,4293,"2014-08-19","PRO14",4,33.0
6248,14297,4292,"2014-09-12","PRO14",4,23.0
6247,14296,4291,"2014-10-09","PRO14",4,66.7
6246,14295,4290,"2014-08-07","PRO14",4,20.0
6245,14294,4289,"2014-09-29","PRO14",4,3.0
6244,14293,4288,"2014-10-08","PRO14",4,17.0
6243,14292,4287,"2014-07-31","PRO14",4,14.0
6242,14291,4286,"2014-08-16","PRO14",4,5.0
6241,14290,4285,"2014-08-31","PRO14",4,29.0
6240,14289,4284,"2014-08-18","PRO14",4,1.0
6239,14288,4283,"2014-08-25","PRO14",4,26.7
6238,14287,4282,"2014-08-07","PRO14",4,72.0
6237,14286,4281,"2014-08-08","PRO14",4,17.0
6236,14285,4280,"2014-10-22","PRO14",4,40.0
6235,14284,4279,"2014-10-13","PRO14",4,23.0
6234,14283,4278,"2014-08-01","PRO14",4,18.0
6233,14282,4277,"2014-09-17","PRO14",4,21.0
6232,14281,4276,"2014-07-16","PRO14",4,15.0
6231,14280,4275,"2014-10-03","PRO14",4,5.0
6230,14279,4274,"2014-08-17","PRO14",4,25.0
6229,14277,4272,"2014-08-08","PRO14",4,10.0
6228,14276,4271,"2014-10-10","PRO14",4,24.0
6227,14275,4270,"2014-07-17","PRO14",4,6.0
6226,14273,4268,"2014-08-19","PRO14",4,16.0
6225,14272,4267,"2014-09-30","PRO14",4,10.0
6224,14271,4266,"2014-08-01","PRO14",4,19.0
6223,14270,4265,"2014-07-17","PRO14",4,9.0
6222,14269,4264,"2014-10-20","PRO14",4,26.7
6221,14268,4263,"2014-10-17","PRO14",4,3.0
6220,14267,4262,"2014-09-11","PRO14",4,27.0
6219,14266,4261,"2014-08-15","PRO14",4,18.0
6218,14265,4260,"2014-08-17","PRO14",4,25.0
6217,14264,4259,"2014-07-25","PRO14",4,28.0
6216,14263,4258,"2014-08-23","PRO14",4,7.0
6215,14262,4257,"2014-09-14","PRO14",4,25.0
6214,14261,4256,"2014-10-12","PRO14",4,15.0
6213,14260,4255,"2014-08-11","PRO14",4,1.0
6212,14259,4254,"2014-09-02","PRO14",4,14.0
6211,14258,4253,"2014-07-21","PRO14",4,4.0
6210,14257,4252,"2014-09-12","PRO14",4,19.0
6209,14256,4251,"2014-10-20","PRO14",4,26.0
6208,14255,4250,"2014-07-23","PRO14",4,17.0
6207,14254,4249,"2014-10-03","PRO14",4,18.0
6206,14253,4248,"2014-08-15","PRO14",4,20.0
6205,14252,4247,"2014-10-14","PRO14",4,4.0
6204,14251,4246,"2014-08-25","PRO14",4,38.0
6203,14250,4245,"2014-08-22","PRO14",4,8.0
6202,14249,4244,"2014-10-06","PRO14",4,20.0
6201,14248,4243,"2014-10-15","PRO14",4,13.0
6200,14247,4242,"2014-08-09","PRO14",4,11.0
6199,14246,4241,"2014-07-25","PRO14",4,15.0
6198,14245,4240,"2014-07-24","PRO14",4,6.0
6197,14244,4239,"2014-09-30","PRO14",4,27.0
6196,14243,4238,"2014-08-10","PRO14",4,52.0
6195,14242,4237,"2014-08-01","PRO14",4,20.0
6194,14241,4236,"2014-08-03","PRO14",4,2.0
6193,14240,4235,"2014-10-16","PRO14",4,1.0
6192,14239,4234,"2014-09-01","PRO14",4,20.0
6191,14238,4233,"2014-07-31","PRO14",4,18.0
6190,14236,4231,"2014-09-19","PRO14",4,5.0
6189,14235,4230,"2014-08-13","PRO14",4,22.0
6188,14234,4229,"2014-10-15","PRO14",4,14.0
6187,14233,4228,"2014-09-30","PRO14",4,1.0
6186,14232,4227,"2014-09-17","PRO14",4,21.0
6185,14231,4226,"2014-08-31","PRO14",4,39.0
6184,14230,4225,"2014-10-13","PRO14",4,20.0
6183,14229,4224,"2014-09-20","PRO14",4,5.0
6182,14228,4223,"2014-07-30","PRO14",4,8.0
6181,14227,4222,"2014-09-22","PRO14",4,39.0
6180,14226,4221,"2014-07-25","PRO14",4,50.0
6179,14225,4220,"2014-10-17","PRO14",4,34.0
6178,14224,4219,"2014-08-03","PRO14",4,10.0
6177,14223,4218,"2014-09-19","PRO14",4,9.0
6176,14222,4217,"2014-08-22","PRO14",4,90.0
6175,14221,4216,"2014-09-26","PRO14",4,37.0
6174,14220,4215,"2014-08-27","PRO14",4,23.0
6173,14219,4214,"2014-07-28","PRO14",4,20.0
6172,14218,4213,"2014-09-27","PRO14",4,23.0
6171,14217,4212,"2014-09-05","PRO14",4,9.0
6170,14216,4211,"2014-09-15","PRO14",4,20.0
6169,14215,4210,"2014-08-02","PRO14",4,3.0
6168,14214,4209,"2014-07-25","PRO14",4,13.0
6167,14213,4208,"2014-09-30","PRO14",4,13.0
6166,14212,4207,"2014-08-08","PRO14",4,20.0
6165,14211,4206,"2014-10-04","PRO14",1,6.0
6164,14210,4205,"2014-10-16","PRO14",1,10.0
6163,14209,4204,"2014-08-12","PRO14",1,16.0
6162,14208,4203,"2014-09-01","PRO14",1,65.0
6161,14207,4202,"2014-08-21","PRO14",1,78.0
6160,14206,4201,"2014-08-30","PRO14",1,8.0
6159,14205,4200,"2014-10-20","PRO14",1,8.0
6158,14204,4199,"2014-08-30","PRO14",1,88.0
6157,14203,4198,"2014-08-28","PRO14",1,20.0
6156,14202,4197,"2014-09-11","PRO14",1,7.0
6155,14201,4196,"2014-10-04","PRO14",1,3.0
6154,14200,4195,"2014-10-06","PRO14",1,5.0
6153,14199,4194,"2014-07-26","PRO14",1,2.0
6152,14198,4193,"2014-08-07","PRO14",1,10.0
6151,14197,4192,"2014-09-21","PRO14",1,3.0
6150,14196,4191,"2014-09-25","PRO14",1,24.0
6149,14195,4190,"2014-10-19","PRO14",1,12.0
6148,14194,4189,"2014-08-21","PRO14",1,2.0
6147,14193,4188,"2014-09-15","PRO14",1,29.0
6146,14192,4187,"2014-08-08","PRO14",1,17.0
6145,14191,4186,"2014-08-03","PRO14",1,3.0
6144,14190,4185,"2014-08-07","PRO14",1,17.0
6143,14189,4184,"2014-08-16","PRO14",1,4.0
6142,14188,4183,"2014-07-26","PRO14",1,25.0
6141,14187,4182,"2014-08-25","PRO14",1,17.0
6140,14186,4181,"2014-10-21","PRO14",1,3.0
6139,14185,4180,"2014-09-02","PRO14",1,24.0
6138,14184,4179,"2014-09-02","PRO14",1,38.0
6137,14183,4178,"2014-09-19","PRO14",1,14.0
6136,14182,4177,"2014-09-12","PRO14",1,22.0
6135,14181,4176,"2014-09-29","PRO14",1,13.0
6134,14180,4175,"2014-09-27","PRO14",1,68.0
6133,14179,4174,"2014-10-20","PRO14",1,26.0
6132,14178,4173,"2014-09-23","PRO14",1,6.0
6131,14177,4172,"2014-10-08","PRO14",1,9.0
6130,14176,4171,"2014-08-01","PRO14",1,27.0
6129,14175,4170,"2014-09-20","PRO14",1,20.0
6128,14174,4169,"2014-08-23","PRO14",1,18.0
6127,14173,4168,"2014-09-28","PRO14",1,24.0
6126,14172,4167,"2014-10-02","PRO14",1,30.0
6125,14171,4166,"2014-08-23","PRO14",1,20.0
6124,14170,4165,"2014-07-20","PRO14",1,23.3
6123,14169,4164,"2014-08-12","PRO14",1,33.0
6122,14168,4163,"2014-10-01","PRO14",1,7.0
6121,14167,4162,"2014-10-11","PRO14",1,26.7
6120,14166,4161,"2014-10-09","PRO14",1,38.0
6119,14165,4160,"2014-07-29","PRO14",1,3.0
6118,14164,4159,"2014-08-12","PRO14",1,4.0
6117,14163,4158,"2014-08-26","PRO14",1,44.0
6116,14162,4157,"2014-09-13","PRO14",1,11.0
6115,14161,4156,"2014-09-05","PRO14",1,7.0
6114,14160,4155,"2014-10-22","PRO14",1,14.0
6113,14159,4154,"2014-10-04","PRO14",1,15.0
6112,14158,4153,"2014-08-20","PRO14",1,66.7
6111,14157,4152,"2014-10-22","PRO14",1,14.0
6110,14156,4151,"2014-08-03","PRO14",1,22.0
6109,14155,4150,"2014-09-18","PRO14",1,10.0
6108,14154,4149,"2014-09-21","PRO14",1,24.0
6107,14153,4148,"2014-10-14","PRO14",1,3.0
6106,14152,4147,"2014-08-13","PRO14",1,13.0
6105,14151,4146,"2014-10-07","PRO14",1,10.0
6104,14150,4145,"2014-10-20","PRO14",1,5.0
6103,14149,4144,"2014-10-23","PRO14",1,23.3
6102,14148,4143,"2014-10-23","PRO14",1,27.0
6101,14147,4142,"2014-08-18","PRO14",1,39.0
6100,14146,4141,"2014-08-06","PRO14",1,12.0
6099,14145,4140,"2014-09-12","PRO14",1,54.0
6098,14144,4139,"2014-08-08","PRO14",1,16.0
6097,14143,4138,"2014-08-03","PRO14",1,14.0
6096,14142,4137,"2014-10-14","PRO14",1,60.0
6095,14141,4136,"2014-07-26","PRO14",1,32.0
6094,14140,4135,"2014-09-08","PRO14",1,47.0
6093,14139,4134,"2014-10-11","PRO14",1,4.0
6092,14138,4133,"2014-08-11","PRO14",1,14.0
6091,14137,4132,"2014-07-31","PRO14",1,5.0
6090,14136,4131,"2014-08-01","PRO14",1,18.0
6089,14135,4130,"2014-08-07","PRO14",1,52.0
6088,14134,4129,"2014-10-22","PRO14",1,2.0
6087,14133,4128,"2014-08-07","PRO14",1,3.0
6086,14132,4127,"2014-07-20","PRO14",1,9.0
6085,14131,4126,"2014-08-18","PRO14",1,4.0
6084,14130,4125,"2014-08-05","PRO14",1,25.0
6083,14129,4124,"2014-10-13","PRO14",1,1.0
6082,14128,4123,"2014-08-27","PRO14",1,24.0
6081,14127,4122,"2014-07-23","PRO14",1,3.0
6080,14126,4121,"2014-08-15","PRO14",1,5.0
6079,14125,4120,"2014-10-06","PRO14",1,20.0
6078,14124,4119,"2014-09-13","PRO14",1,21.0
6077,14123,4118,"2014-09-26","PRO14",1,16.0
6076,14122,4117,"2014-10-24","PRO14",1,24.0
6075,14121,4116,"2014-09-30","PRO14",1,3.0
6074,14120,4115,"2014-10-17","PRO14",1,26.0
6073,14119,4114,"2014-10-20","PRO14",1,23.0
6072,14118,4113,"2014-08-14","PRO14",1,1.0
6071,14117,4112,"2014-09-04","PRO14",1,20.0
6070,14116,4111,"2014-07-23","PRO14",1,25.0
6069,14115,4110,"2014-09-15","PRO14",1,2.0
6068,14114,4109,"2014-08-18","PRO14",1,4.0
6067,14113,4108,"2014-09-22","PRO14",1,7.0
6066,14112,4107,"2014-07-19","PRO14",1,6.0
6065,14111,4106,"2014-09-03","PRO14",1,4.0
6064,14110,4105,"2014-09-01","PRO14",1,10.0
6063,14109,4104,"2014-08-14","PRO14",1,12.0
6062,14108,4103,"2014-10-23","PRO14",1,40.0
6061,14107,4102,"2014-08-07","PRO14",1,6.0
6060,14106,4101,"2014-08-22","PRO14",1,16.0
6059,14105,4100,"2014-08-06","PRO14",1,10.0
6058,14104,4099,"2014-09-10","PRO14",1,51.0
6057,14103,4098,"2014-10-11","PRO14",1,24.0
6056,14102,4097,"2014-08-11","PRO14",1,43.0
6055,14101,4096,"2014-10-05","PRO14",1,26.0
6054,14100,4095,"2014-10-17","PRO14",1,57.0
6053,14099,4094,"2014-09-15","PRO14",1,14.0
6052,14098,4093,"2014-07-20","PRO14",1,5.0
6051,14097,4092,"2014-09-07","PRO14",1,5.0
6050,14096,4091,"2014-08-05","PRO14",1,2.0
6049,14095,4090,"2014-08-01","PRO14",1,28.0
6048,14094,4089,"2014-08-05","PRO14",1,6.7
6047,14093,4088,"2014-08-12","PRO14",1,17.0
6046,14092,4087,"2014-08-24","PRO14",1,22.0
6045,14091,4086,"2014-09-10","PRO14",1,6.0
6044,14090,4085,"2014-07-30","PRO14",1,11.0
6043,14089,4084,"2014-09-25","PRO14",1,28.0
6042,14088,4083,"2014-09-01","PRO14",1,81.0
6041,14087,4082,"2014-09-09","PRO14",1,13.3
6040,14086,4081,"2014-09-29","PRO14",1,13.0
6039,14085,4080,"2014-09-28","PRO14",1,8.0
6038,14084,4079,"2014-09-19","PRO14",1,17.0
6037,14083,4078,"2014-08-02","PRO14",1,30.0
6036,14082,4077,"2014-07-23","PRO14",1,7.0
6035,14081,4076,"2014-09-26","PRO14",1,43.0
6034,14080,4075,"2014-08-03","PRO14",1,13.0
6033,14079,4074,"2014-07-22","PRO14",1,63.0
6032,14078,4073,"2014-09-25","PRO14",1,6.0
6031,14077,4072,"2014-10-06","PRO14",1,3.0
6030,14076,4071,"2014-07-30","PRO14",1,15.0
6029,14075,4070,"2014-08-14","PRO14",1,20.0
6028,14074,4069,"2014-08-28","PRO14",1,2.0
6027,14073,4068,"2014-09-17","PRO14",1,13.0
6026,14072,4067,"2014-09-11","PRO14",1,5.0
6025,14071,4066,"2014-09-28","PRO14",1,4.0
6024,14070,4065,"2014-09-25","PRO14",1,4.0
6023,14069,4064,"2014-10-17","PRO14",1,14.0
6022,14068,4063,"2014-09-19","PRO14",1,3.0
6021,14067,4062,"2014-10-01","PRO14",1,16.0
6020,14066,4061,"2014-08-26","PRO14",1,28.0
6019,14065,4060,"2014-08-27","PRO14",1,23.3
6018,14064,4059,"2014-09-10","PRO14",1,19.0
6017,14063,4058,"2014-08-31","PRO14",1,16.0
6016,14061,4056,"2014-07-31","PRO14",1,41.0
6015,14060,4055,"2014-07-22","PRO14",1,24.0
6014,14059,4054,"2014-08-23","PRO14",1,4.0
6013,14058,4053,"2014-10-19","PRO14",1,1.0
6012,14057,4052,"2014-07-28","PRO14",1,24.0
6011,14056,4051,"2014-09-09","PRO14",1,10.0
6010,14055,4050,"2014-08-05","PRO14",1,24.0
6009,14054,4049,"2014-09-03","PRO14",1,9.0
6008,14053,4048,"2014-08-27","PRO14",1,20.0
6007,14052,4047,"2014-10-11","PRO14",1,22.0
6006,14051,4046,"2014-08-15","PRO14",1,19.0
6005,14050,4045,"2014-10-12","PRO14",1,8.0
6004,14049,4044,"2014-07-20","PRO14",1,18.0
6003,14048,4043,"2014-07-26","PRO14",1,20.0
6002,14047,4042,"2014-10-07","PRO14",1,10.0
6001,14046,4041,"2014-09-22","PRO14",1,69.0
6000,14045,4040,"2014-08-04","PRO14",1,37.0
5999,14044,4039,"2014-08-27","PRO14",1,25.0
5998,14043,4038,"2014-09-17","PRO14",1,16.0
5997,14042,4037,"2014-08-10","PRO14",1,7.0
5996,14041,4036,"2014-10-11","PRO14",1,23.0
5995,14040,4035,"2014-08-22","PRO14",1,16.7
5994,14039,4034,"2014-08-18","PRO14",1,81.0
5993,14038,4033,"2014-07-25","PRO14",1,19.0
5992,14037,4032,"2014-07-20","PRO14",1,10.0
5991,14036,4031,"2014-09-25","PRO14",1,9.0
5990,14035,4030,"2014-08-02","PRO14",1,5.0
5989,14034,4029,"2014-09-25","PRO14",1,23.0
5988,14033,4028,"2014-08-31","PRO14",1,3.0
5987,14032,4027,"2014-08-04","PRO14",1,63.0
5986,14031,4026,"2014-10-08","PRO14",1,19.0
5985,14030,4025,"2014-08-18","PRO14",1,40.0
5984,14028,4023,"2014-10-13","PRO14",1,34.0
5983,14027,4022,"2014-08-14","PRO14",1,2.0
5982,14026,4021,"2014-08-03","PRO14",1,10.0
5981,14025,4020,"2014-08-06","PRO14",1,29.0
5980,14024,4019,"2014-10-19","PRO14",1,14.0
5979,14023,4018,"2014-10-09","PRO14",1,17.0
5978,14022,4017,"2014-08-29","PRO14",1,38.0
5977,14021,4016,"2014-08-30","PRO14",1,17.0
5976,14020,4015,"2014-08-12","PRO14",1,3.0
5975,14019,4014,"2014-09-17","PRO14",1,3.0
5974,14018,4013,"2014-10-20","PRO14",1,10.0
5973,14017,4012,"2014-09-26","PRO14",1,3.0
5972,14016,4011,"2014-10-12","PRO14",1,15.0
5971,14015,4010,"2014-10-13","PRO14",1,60.0
5970,14014,4009,"2014-09-06","PRO14",1,54.0
5969,14013,4008,"2014-09-12","PRO14",1,58.0
5968,14012,4007,"2014-07-28","PRO14",1,46.0
5967,14011,4006,"2014-07-16","PRO14",1,9.0
5966,14010,4005,"2014-09-18","PRO14",1,16.0
5965,14009,4004,"2014-08-24","PRO14",1,43.0
5964,14008,4003,"2014-10-01","PRO14",1,47.0
5963,14007,4002,"2014-08-01","PRO14",1,9.0
5962,14005,4000,"2014-10-08","PRO14",1,26.0
5961,14004,3999,"2014-08-14","PRO14",1,5.0
5960,14003,3998,"2014-09-08","PRO14",1,1.0
5959,14002,3997,"2014-09-01","PRO14",1,1.0
5958,14001,3996,"2014-09-14","PRO14",1,26.0
5957,14000,3995,"2014-09-06","PRO14",1,21.0
5956,13999,3994,"2014-09-20","PRO14",1,1.0
5955,13998,3993,"2014-09-13","PRO14",1,9.0
5954,13997,3992,"2014-08-28","PRO14",1,20.0
5953,13996,3991,"2014-09-06","PRO14",1,47.0
5952,13995,3990,"2014-08-25","PRO14",1,18.0
5951,13994,3989,"2014-07-31","PRO14",1,25.0
5950,13993,3988,"2014-08-30","PRO14",1,3.0
5949,13992,3987,"2014-08-22","PRO14",1,6.7
5948,13991,3986,"2014-07-30","PRO14",1,23.0
5947,13990,3985,"2014-07-26","PRO14",1,1.0
5946,13989,3984,"2014-10-03","PRO14",1,24.0
5945,13987,3982,"2014-10-01","PRO14",1,1.0
5944,13986,3981,"2014-09-29","PRO14",1,39.0
5943,13985,3980,"2014-08-17","PRO14",1,10.0
5942,13984,3979,"2014-10-20","PRO14",1,8.0
5941,13983,3978,"2014-07-31","PRO14",1,15.0
5940,13981,3976,"2014-10-08","PRO14",1,10.0
5939,13980,3975,"2014-07-25","PRO14",1,22.0
5938,13979,3974,"2014-10-10","PRO14",1,29.0
5937,13978,3973,"2014-08-26","PRO14",1,41.0
5936,13977,3972,"2014-09-27","PRO14",1,20.0
5935,13976,3971,"2014-09-29","PRO14",1,3.0
5934,13975,3970,"2014-07-16","PRO14",1,6.0
5933,13974,3969,"2014-07-25","PRO14",1,3.0
5932,13973,3968,"2014-09-02","PRO14",1,56.0
5931,13972,3967,"2014-07-26","PRO14",1,4.0
5930,13971,3966,"2014-09-22","PRO14",1,56.0
5929,13970,3965,"2014-07-25","PRO14",1,6.0
5928,13969,3964,"2014-09-14","PRO14",1,8.0
5927,13968,3963,"2014-09-17","PRO14",1,45.0
5926,13967,3962,"2014-09-06","PRO14",1,13.0
5925,13966,3961,"2014-08-17","PRO14",1,28.0
5924,13965,3960,"2014-08-21","PRO14",1,11.0
5923,13964,3959,"2014-10-06","PRO14",1,6.0
5922,13963,3958,"2014-10-16","PRO14",1,9.0
5921,13962,3957,"2014-08-10","PRO14",1,65.0
5920,13961,3956,"2014-07-28","PRO14",1,10.0
5919,13960,3955,"2014-07-27","PRO14",1,22.0
5918,13959,3954,"2014-07-31","PRO14",1,15.0
5917,13958,3953,"2014-10-11","PRO14",1,25.0
5916,13957,3952,"2014-09-28","PRO14",1,29.0
5915,13956,3951,"2014-08-13","PRO14",1,17.0
5914,13955,3950,"2014-08-06","PRO14",1,27.0
5913,13954,3949,"2014-08-11","PRO14",1,20.0
5912,13953,3948,"2014-07-19","PRO14",1,70.0
5911,13952,3947,"2014-10-21","PRO14",1,5.0
5910,13951,3946,"2014-08-12","PRO14",1,5.0
5909,13950,3945,"2014-08-31","PRO14",1,7.5
5908,13949,3944,"2014-08-19","PRO14",1,16.0
5907,13948,3943,"2014-07-25","PRO14",1,20.0
5906,13947,3942,"2014-08-21","PRO14",1,7.0
5905,13946,3941,"2014-09-11","PRO14",1,11.0
5904,13945,3940,"2014-09-04","PRO14",1,24.0
5903,13944,3939,"2014-09-19","PRO14",1,11.0
5902,13942,3937,"2014-09-29","PRO14",1,30.0
5901,13941,3936,"2014-08-24","PRO14",1,54.0
5900,13940,3935,"2014-07-23","PRO14",1,3.0
5899,13939,3934,"2014-10-22","PRO14",1,22.0
5898,13938,3933,"2014-10-18","PRO14",1,1.0
5897,13937,3932,"2014-09-12","PRO14",1,3.0
5896,13936,3931,"2014-08-17","PRO14",1,3.0
5895,13935,3930,"2014-07-17","PRO14",1,12.0
5894,13934,3929,"2014-09-11","PRO14",1,20.0
5893,13933,3928,"2014-09-16","PRO14",1,21.0
5892,13931,3926,"2014-08-15","PRO14",1,9.0
5891,13930,3925,"2014-08-19","PRO14",1,28.0
5890,13929,3924,"2014-08-31","PRO14",1,10.0
5889,13928,3923,"2014-10-23","PRO14",1,22.0
5888,13927,3922,"2014-10-07","PRO14",1,11.0
5887,13926,3921,"2014-09-26","PRO14",1,2.0
5886,13925,3920,"2014-09-13","PRO14",1,9.0
5885,13924,3919,"2014-09-29","PRO14",1,9.0
5884,13923,3918,"2014-08-23","PRO14",1,8.0
5883,13921,3916,"2014-09-17","PRO14",1,8.0
