OficinaPertenece;CategoriaCliente;FechaRegistro;CodigoCliente;NombresCliente
ARROYO HONDO;Personal;16/11/13 10:51;3474;CTE-3474 PAQUETERIA Personal
ARROYO HONDO;Personal;23/9/14 18:32;3475;CTE-3475 PAQUETERIA Personal
ARROYO HONDO;Personal;4/12/14 21:05;3476;CTE-3476 PAQUETERIA Personal
BELLA VISTA;Corporativo;13/5/15 17:43;3477;CTE-3477 PAQUETERIA Corporativo
ARROYO HONDO;Personal;15/6/15 22:33;3478;CTE-3478 PAQUETERIA Personal
ARROYO HONDO;Personal;28/1/16 15:06;3479;CTE-3479 PAQUETERIA Personal
ARROYO HONDO;Personal;4/8/17 21:30;3480;CTE-3480 PAQUETERIA Personal
ARROYO HONDO;Personal;11/9/17 10:20;3481;CTE-3481 PAQUETERIA Personal
NACO;Personal;2/4/19 22:20;3482;CTE-3482 PAQUETERIA Personal
ARROYO HONDO;Personal;22/4/19 10:45;3483;CTE-3483 PAQUETERIA Personal
ARROYO HONDO;Personal;23/1/20 9:31;3484;CTE-3484 PAQUETERIA Personal
NACO;Personal;10/2/22 15:25;3485;CTE-3485 PAQUETERIA Personal
BELLA VISTA;Personal;13/3/22 19:29;3486;CTE-3486 PAQUETERIA Personal
NACO;Personal;23/4/22 20:19;3487;CTE-3487 PAQUETERIA Personal
NACO;Personal;15/6/22 14:24;3488;CTE-3488 PAQUETERIA Personal
BELLA VISTA;Personal;16/6/22 0:10;3489;CTE-3489 PAQUETERIA Personal
ARROYO HONDO;Personal;10/6/20 9:47;3490;CTE-3490 PAQUETERIA Personal
ARROYO HONDO;Personal;18/8/20 8:49;3491;CTE-3491 PAQUETERIA Personal
ARROYO HONDO;Personal;2/3/21 13:32;3492;CTE-3492 PAQUETERIA Personal
ARROYO HONDO;Personal;10/10/18 0:00;3493;CTE-3493 PAQUETERIA Personal
ARROYO HONDO;Personal;6/7/21 11:18;3494;CTE-3494 PAQUETERIA Personal
ARROYO HONDO;Personal;17/2/22 0:00;3495;CTE-3495 PAQUETERIA Personal
ARROYO HONDO;Personal;10/12/22 9:30;3496;CTE-3496 PAQUETERIA Personal
NACO;Personal;19/10/22 14:29;3497;CTE-3497 PAQUETERIA Personal
NACO;Personal;26/10/22 9:43;3498;CTE-3498 PAQUETERIA Personal
NACO;Personal;11/11/22 13:47;3499;CTE-3499 PAQUETERIA Personal
NACO;Personal;27/11/22 12:41;3500;CTE-3500 PAQUETERIA Personal
NACO;Personal;17/2/23 14:29;3501;CTE-3501 PAQUETERIA Personal
NACO;Personal;28/4/23 11:51;3502;CTE-3502 PAQUETERIA Personal
BELLA VISTA;Personal;12/7/22 9:27;3503;CTE-3503 PAQUETERIA Personal
INDEPENDENCIA;Personal;24/7/17 15:48;3504;CTE-3504 PAQUETERIA Personal
INDEPENDENCIA;Personal;4/9/17 10:41;3505;CTE-3505 PAQUETERIA Personal
INDEPENDENCIA;Personal;24/11/17 11:59;3506;CTE-3506 PAQUETERIA Personal
INDEPENDENCIA;Personal;4/1/18 11:12;3507;CTE-3507 PAQUETERIA Personal
INDEPENDENCIA;Personal;1/11/19 0:00;3508;CTE-3508 PAQUETERIA Personal
INDEPENDENCIA;Personal;27/11/19 0:00;3509;CTE-3509 PAQUETERIA Personal
INDEPENDENCIA;Personal;15/12/19 20:39;3510;CTE-3510 PAQUETERIA Personal
INDEPENDENCIA;Personal;27/1/20 18:25;3511;CTE-3511 PAQUETERIA Personal
INDEPENDENCIA;Personal;16/5/21 16:55;3512;CTE-3512 PAQUETERIA Personal
INDEPENDENCIA;Personal;2/6/21 1:31;3513;CTE-3513 PAQUETERIA Personal
INDEPENDENCIA;Personal;9/9/21 9:06;3514;CTE-3514 PAQUETERIA Personal
INDEPENDENCIA;Personal;17/9/21 14:59;3515;CTE-3515 PAQUETERIA Personal
INDEPENDENCIA;Personal;26/11/21 21:56;3516;CTE-3516 PAQUETERIA Personal
INDEPENDENCIA;Personal;29/1/22 3:28;3517;CTE-3517 PAQUETERIA Personal
SAN JUAN DE LA MAGUANA;Personal;17/3/22 14:17;3518;CTE-3518 PAQUETERIA Personal
INDEPENDENCIA;Personal;21/4/22 14:38;3519;CTE-3519 PAQUETERIA Personal
INDEPENDENCIA;Personal;5/5/22 21:38;3520;CTE-3520 PAQUETERIA Personal
INDEPENDENCIA;Personal;7/10/22 14:26;3521;CTE-3521 PAQUETERIA Personal
INDEPENDENCIA;Personal;13/11/22 16:58;3522;CTE-3522 PAQUETERIA Personal
INDEPENDENCIA;Personal;22/3/23 17:29;3523;CTE-3523 PAQUETERIA Personal
SABANA LARGA;Personal;16/11/17 7:50;3524;CTE-3524 PAQUETERIA Personal
SABANA LARGA;Personal;14/2/18 13:11;3525;CTE-3525 PAQUETERIA Personal
SABANA LARGA;Personal;20/2/18 9:50;3526;CTE-3526 PAQUETERIA Personal
SABANA LARGA;Personal;23/4/18 17:12;3527;CTE-3527 PAQUETERIA Personal
SABANA LARGA;Personal;20/8/18 15:30;3528;CTE-3528 PAQUETERIA Personal
SABANA LARGA;Personal;14/9/18 14:05;3529;CTE-3529 PAQUETERIA Personal
SABANA LARGA;Personal;25/11/18 23:36;3530;CTE-3530 PAQUETERIA Personal
SABANA LARGA;Personal;28/1/19 21:15;3531;CTE-3531 PAQUETERIA Personal
SABANA LARGA;Personal;10/2/19 16:59;3532;CTE-3532 PAQUETERIA Personal
SABANA LARGA;Personal;14/9/19 10:44;3533;CTE-3533 PAQUETERIA Personal
SABANA LARGA;Personal;7/11/20 19:45;3534;CTE-3534 PAQUETERIA Personal
SABANA LARGA;Personal;27/12/20 10:15;3535;CTE-3535 PAQUETERIA Personal
SABANA LARGA;Personal;31/12/20 12:22;3536;CTE-3536 PAQUETERIA Personal
SABANA LARGA;Personal;31/3/21 9:37;3537;CTE-3537 PAQUETERIA Personal
SABANA LARGA;Personal;24/11/21 20:48;3538;CTE-3538 PAQUETERIA Personal
SABANA LARGA;Personal;1/12/21 12:05;3539;CTE-3539 PAQUETERIA Personal
SABANA LARGA;Personal;16/8/22 16:08;3540;CTE-3540 PAQUETERIA Personal
SABANA LARGA;Personal;11/1/23 23:08;3541;CTE-3541 PAQUETERIA Personal
SABANA LARGA;Personal;13/1/23 11:56;3542;CTE-3542 PAQUETERIA Personal
SABANA LARGA;Personal;4/2/23 17:27;3543;CTE-3543 PAQUETERIA Personal
SABANA LARGA;Personal;5/3/23 18:49;3544;CTE-3544 PAQUETERIA Personal
SABANA LARGA;Personal;11/3/23 16:17;3545;CTE-3545 PAQUETERIA Personal
SABANA LARGA;Personal;11/4/23 20:24;3546;CTE-3546 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;20/5/97 0:00;3547;CTE-3547 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;13/12/01 0:00;3548;CTE-3548 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;16/5/03 9:14;3549;CTE-3549 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;19/2/05 11:29;3550;CTE-3550 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;29/3/05 8:54;3551;CTE-3551 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;23/6/05 14:50;3552;CTE-3552 PAQUETERIA Personal
SANTIAGO HOSTOS;Corporativo;18/5/06 15:26;3553;CTE-3553 PAQUETERIA Corporativo
SANTIAGO HOSTOS;Personal;16/12/06 11:24;3554;CTE-3554 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;26/11/07 17:29;3555;CTE-3555 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;1/8/09 9:48;3556;CTE-3556 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;3/12/09 17:26;3557;CTE-3557 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;5/2/10 16:05;3558;CTE-3558 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;2/5/10 22:54;3559;CTE-3559 PAQUETERIA Personal
SANTIAGO HOSTOS;Corporativo;7/9/10 14:35;3560;CTE-3560 PAQUETERIA Corporativo
SANTIAGO HOSTOS;Personal;26/3/12 14:29;3561;CTE-3561 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;24/8/12 17:49;3562;CTE-3562 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;25/8/12 10:32;3563;CTE-3563 PAQUETERIA Personal
APEC;Personal;27/11/12 7:01;3564;CTE-3564 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;15/4/13 12:33;3565;CTE-3565 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;17/6/13 20:23;3566;CTE-3566 PAQUETERIA Personal
SANTIAGO UTESA;Personal;10/11/13 20:10;3567;CTE-3567 PAQUETERIA Personal
BELLA VISTA;Personal;26/11/13 10:50;3568;CTE-3568 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;12/4/14 16:41;3569;CTE-3569 PAQUETERIA Personal
SANTIAGO BODY SHOP-PUCMM;Personal;16/12/14 11:16;3570;CTE-3570 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;3/2/15 17:09;3571;CTE-3571 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;3/7/15 16:59;3572;CTE-3572 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;23/7/15 16:05;3573;CTE-3573 PAQUETERIA Personal
SANTIAGO BODY SHOP-PUCMM;Personal;17/2/16 8:29;3574;CTE-3574 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;7/5/16 9:12;3575;CTE-3575 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;24/6/16 0:01;3576;CTE-3576 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;21/10/16 9:49;3577;CTE-3577 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;2/1/17 16:25;3578;CTE-3578 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;16/4/17 17:54;3579;CTE-3579 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;10/9/17 18:48;3580;CTE-3580 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;4/5/18 10:48;3581;CTE-3581 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;13/7/18 18:01;3582;CTE-3582 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;28/8/18 9:43;3583;CTE-3583 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;17/9/18 9:31;3584;CTE-3584 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;15/9/18 0:00;3585;CTE-3585 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;13/9/18 0:00;3586;CTE-3586 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;8/7/19 16:38;3587;CTE-3587 PAQUETERIA Personal
SANTIAGO UTESA;Personal;14/8/19 11:16;3588;CTE-3588 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;22/8/19 14:30;3589;CTE-3589 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;7/11/19 8:06;3590;CTE-3590 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;8/1/20 19:05;3591;CTE-3591 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;9/1/20 8:20;3592;CTE-3592 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;9/7/20 17:21;3593;CTE-3593 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;18/7/20 10:49;3594;CTE-3594 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;27/8/20 0:00;3595;CTE-3595 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;1/9/20 0:00;3596;CTE-3596 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;21/9/20 12:03;3597;CTE-3597 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;24/9/20 15:46;3598;CTE-3598 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;30/9/20 16:29;3599;CTE-3599 PAQUETERIA Personal
SANTIAGO UTESA;Personal;14/1/21 21:26;3600;CTE-3600 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;21/1/21 14:23;3601;CTE-3601 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;3/2/21 23:21;3602;CTE-3602 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;23/2/21 10:25;3603;CTE-3603 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;20/3/21 9:31;3604;CTE-3604 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;31/5/21 0:00;3605;CTE-3605 PAQUETERIA Personal
SANTIAGO UTESA;Personal;19/8/21 10:13;3606;CTE-3606 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;30/10/21 12:23;3607;CTE-3607 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;13/12/21 19:15;3608;CTE-3608 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;26/12/21 18:53;3609;CTE-3609 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;26/12/21 22:36;3610;CTE-3610 PAQUETERIA Personal
SANTIAGO BODY SHOP-PUCMM;Personal;15/2/22 9:47;3611;CTE-3611 PAQUETERIA Personal
SANTIAGO HOSTOS;Personal;4/2/23 9:29;3612;CTE-3612 PAQUETERIA Personal
ENS. NACO;INDIVIDUAL;27/4/21 14:41;3613;CTE-3613 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;3/8/21 11:25;3614;CTE-3614 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;18/8/21 21:47;3615;CTE-3615 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;31/8/21 15:59;3616;CTE-3616 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;1/2/22 15:22;3617;CTE-3617 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;4/3/22 23:43;3618;CTE-3618 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;24/5/22 15:37;3619;CTE-3619 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;8/6/22 16:34;3620;CTE-3620 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;23/4/18 11:08;3621;CTE-3621 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;24/11/18 15:34;3622;CTE-3622 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;17/7/20 22:24;3623;CTE-3623 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;14/8/20 21:48;3624;CTE-3624 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;11/9/20 20:55;3625;CTE-3625 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;31/10/20 10:28;3626;CTE-3626 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;30/11/20 16:15;3627;CTE-3627 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;10/1/22 13:19;3628;CTE-3628 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;31/5/22 12:25;3629;CTE-3629 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;27/8/22 10:08;3630;CTE-3630 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;3/3/23 22:11;3631;CTE-3631 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;4/3/11 11:12;3632;CTE-3632 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;19/10/17 9:04;3633;CTE-3633 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;20/8/19 10:20;3634;CTE-3634 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;11/7/21 9:55;3635;CTE-3635 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;3/1/22 9:01;3636;CTE-3636 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;7/7/22 15:59;3637;CTE-3637 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;21/8/19 22:57;3638;CTE-3638 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;15/2/21 15:52;3639;CTE-3639 PAQUETERIA INDIVIDUAL
ENS. NACO;CORPORATIVO;16/7/21 14:29;3640;CTE-3640 PAQUETERIA CORPORATIVO
ENS. NACO;INDIVIDUAL;26/10/21 12:41;3641;CTE-3641 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;2/12/21 16:15;3642;CTE-3642 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;8/3/22 14:29;3643;CTE-3643 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;14/3/22 17:18;3644;CTE-3644 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;21/6/22 18:13;3645;CTE-3645 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;8/8/22 11:45;3646;CTE-3646 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;30/9/22 21:02;3647;CTE-3647 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;13/2/95 0:00;3648;CTE-3648 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;23/2/95 0:00;3649;CTE-3649 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;22/4/95 0:00;3650;CTE-3650 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;18/6/96 0:00;3651;CTE-3651 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;11/10/96 0:00;3652;CTE-3652 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;2/1/97 0:00;3653;CTE-3653 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;6/1/98 0:00;3654;CTE-3654 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;30/7/01 0:00;3656;CTE-3656 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;25/10/01 0:00;3657;CTE-3657 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;6/12/01 16:45;3658;CTE-3658 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;23/1/02 0:00;3659;CTE-3659 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;14/8/04 11:21;3660;CTE-3660 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;29/11/04 15:48;3661;CTE-3661 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;19/2/05 13:29;3662;CTE-3662 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;7/3/05 13:38;3663;CTE-3663 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;11/3/05 12:43;3664;CTE-3664 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;30/5/05 13:11;3665;CTE-3665 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;2/6/05 8:11;3666;CTE-3666 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;6/5/06 12:30;3667;CTE-3667 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;13/9/06 9:12;3668;CTE-3668 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;11/1/07 10:23;3669;CTE-3669 PAQUETERIA INDIVIDUAL
ENS. NACO;CORPORATIVO;18/1/07 16:09;3670;CTE-3670 PAQUETERIA CORPORATIVO
ENS. NACO;INDIVIDUAL;23/1/07 17:45;3671;CTE-3671 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;1/2/07 13:32;3672;CTE-3672 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;29/3/07 11:57;3673;CTE-3673 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;4/1/08 15:32;3674;CTE-3674 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;31/1/08 12:38;3675;CTE-3675 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;1/2/08 11:52;3676;CTE-3676 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;25/4/08 13:12;3677;CTE-3677 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;12/8/08 9:53;3678;CTE-3678 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;6/9/08 9:16;3679;CTE-3679 PAQUETERIA INDIVIDUAL
ENS. NACO;CORPORATIVO;4/3/09 17:14;3681;CTE-3681 PAQUETERIA CORPORATIVO
ENS. NACO;INDIVIDUAL;26/3/09 10:03;3682;CTE-3682 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;25/6/09 12:09;3683;CTE-3683 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;20/7/10 10:45;3685;CTE-3685 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;17/8/10 21:44;3686;CTE-3686 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;11/9/10 14:09;3687;CTE-3687 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;17/12/10 11:43;3689;CTE-3689 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;14/2/11 15:17;3690;CTE-3690 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;22/8/11 12:15;3691;CTE-3691 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;23/8/11 17:31;3692;CTE-3692 PAQUETERIA INDIVIDUAL
ENS. NACO;CORPORATIVO;22/2/12 15:37;3694;CTE-3694 PAQUETERIA CORPORATIVO
ENS. NACO;INDIVIDUAL;23/5/12 18:02;3696;CTE-3696 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;22/10/12 14:12;3697;CTE-3697 PAQUETERIA INDIVIDUAL
ENS. NACO;CORPORATIVO;31/7/01 8:50;3699;CTE-3699 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;1/2/06 12:38;3700;CTE-3700 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;1/1/92 0:00;3701;CTE-3701 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;5/2/08 17:59;3702;CTE-3702 PAQUETERIA CORPORATIVO
ENS. NACO;INDIVIDUAL;15/2/95 0:00;3703;CTE-3703 PAQUETERIA INDIVIDUAL
ENS. NACO;CORPORATIVO;9/3/10 9:29;3704;CTE-3704 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;3/9/10 17:50;3705;CTE-3705 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;26/4/12 17:09;3707;CTE-3707 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;28/8/12 16:15;3708;CTE-3708 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;3/11/17 0:00;3709;CTE-3709 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;20/12/17 12:16;3710;CTE-3710 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;3/1/20 15:51;3711;CTE-3711 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;27/7/20 0:00;3712;CTE-3712 PAQUETERIA CORPORATIVO
ENS. NACO;CORPORATIVO;23/3/21 16:09;3713;CTE-3713 PAQUETERIA CORPORATIVO
ENS. NACO;INDIVIDUAL;31/5/19 22:44;3714;CTE-3714 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;5/8/20 9:28;3715;CTE-3715 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;20/8/21 16:17;3716;CTE-3716 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;1/8/13 10:24;3717;CTE-3717 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;2/10/18 2:12;3718;CTE-3718 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;1/6/19 0:04;3719;CTE-3719 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;31/3/20 19:59;3720;CTE-3720 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;26/2/21 22:43;3721;CTE-3721 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;26/1/22 12:08;3722;CTE-3722 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;15/2/22 12:39;3723;CTE-3723 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;22/6/21 16:02;3724;CTE-3724 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;27/8/21 12:30;3725;CTE-3725 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;8/12/21 0:54;3726;CTE-3726 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;4/8/22 11:56;3727;CTE-3727 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;17/9/22 16:21;3728;CTE-3728 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;13/1/21 14:04;3729;CTE-3729 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;29/11/21 11:38;3730;CTE-3730 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;8/2/18 9:39;3731;CTE-3731 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;4/1/19 22:49;3732;CTE-3732 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;17/5/19 20:51;3733;CTE-3733 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;2/7/20 18:30;3734;CTE-3734 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;4/10/20 13:10;3735;CTE-3735 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;31/3/21 15:49;3736;CTE-3736 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;18/4/18 22:48;3737;CTE-3737 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;4/10/19 23:21;3738;CTE-3738 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;13/11/19 11:40;3739;CTE-3739 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;24/2/20 22:52;3740;CTE-3740 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;30/4/20 1:20;3741;CTE-3741 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;2/6/20 16:40;3742;CTE-3742 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;23/10/20 10:57;3743;CTE-3743 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;11/1/21 10:05;3744;CTE-3744 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;26/9/21 10:58;3745;CTE-3745 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;18/3/22 19:52;3746;CTE-3746 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;28/6/22 11:57;3747;CTE-3747 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;25/7/22 9:52;3748;CTE-3748 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;22/8/22 11:02;3749;CTE-3749 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;3/3/06 16:18;3750;CTE-3750 PAQUETERIA INDIVIDUAL
ENS. NACO;INDIVIDUAL;27/12/18 12:43;3751;CTE-3751 PAQUETERIA INDIVIDUAL
