"IDE_PEDIDO";"DES_PEDIDO"
14176;"ORDER SALES MIG103777"
13868;"ORDER SALES MIG103469"
13651;"ORDER SALES MIG103252"
13127;"ORDER SALES MIG102728"
12302;"ORDER SALES MIG101903"
12157;"ORDER SALES MIG101758"
11707;"ORDER SALES MIG101308"
11626;"ORDER SALES MIG101227"
15048;"ORDER SALES MIG104649"
15018;"ORDER SALES MIG104619"
14283;"ORDER SALES MIG103884"
14242;"ORDER SALES MIG103843"
14095;"ORDER SALES MIG103696"
13316;"ORDER SALES MIG102917"
13311;"ORDER SALES MIG102912"
13301;"ORDER SALES MIG102902"
13038;"ORDER SALES MIG102639"
13029;"ORDER SALES MIG102630"
12945;"ORDER SALES MIG102546"
12809;"ORDER SALES MIG102410"
12709;"ORDER SALES MIG102310"
12552;"ORDER SALES MIG102153"
11390;"ORDER SALES MIG100991"
11298;"ORDER SALES MIG100899"
10840;"ORDER SALES MIG100441"
10830;"ORDER SALES MIG100431"
10741;"ORDER SALES MIG100342"
10682;"ORDER SALES MIG100283"
10666;"ORDER SALES MIG100267"
10594;"ORDER SALES MIG100195"
12402;"ORDER SALES MIG102003"
13847;"ORDER SALES MIG103448"
13604;"ORDER SALES MIG103205"
12498;"ORDER SALES MIG102099"
11487;"ORDER SALES MIG101088"
10512;"ORDER SALES MIG100113"
10507;"ORDER SALES MIG100108"
14996;"ORDER SALES MIG104597"
14397;"ORDER SALES MIG103998"
14136;"ORDER SALES MIG103737"
14007;"ORDER SALES MIG103608"
13556;"ORDER SALES MIG103157"
13449;"ORDER SALES MIG103050"
13110;"ORDER SALES MIG102711"
12725;"ORDER SALES MIG102326"
12366;"ORDER SALES MIG101967"
11745;"ORDER SALES MIG101346"
11063;"ORDER SALES MIG100664"
14083;"ORDER SALES MIG103684"
12749;"ORDER SALES MIG102350"
12312;"ORDER SALES MIG101913"
11972;"ORDER SALES MIG101573"
11492;"ORDER SALES MIG101093"
11322;"ORDER SALES MIG100923"
15119;"ORDER SALES MIG104720"
10599;"ORDER SALES MIG100200"
14791;"ORDER SALES MIG104392"
14544;"ORDER SALES MIG104145"
13324;"ORDER SALES MIG102925"
13098;"ORDER SALES MIG102699"
12038;"ORDER SALES MIG101639"
11858;"ORDER SALES MIG101459"
11399;"ORDER SALES MIG101000"
10957;"ORDER SALES MIG100558"
15378;"ORDER SALES MIG104979"
15278;"ORDER SALES MIG104879"
15190;"ORDER SALES MIG104791"
14609;"ORDER SALES MIG104210"
14215;"ORDER SALES MIG103816"
14035;"ORDER SALES MIG103636"
13709;"ORDER SALES MIG103310"
13634;"ORDER SALES MIG103235"
13049;"ORDER SALES MIG102650"
12849;"ORDER SALES MIG102450"
12632;"ORDER SALES MIG102233"
12513;"ORDER SALES MIG102114"
12471;"ORDER SALES MIG102072"
12326;"ORDER SALES MIG101927"
12260;"ORDER SALES MIG101861"
12056;"ORDER SALES MIG101657"
11926;"ORDER SALES MIG101527"
11923;"ORDER SALES MIG101524"
11411;"ORDER SALES MIG101012"
10975;"ORDER SALES MIG100576"
10829;"ORDER SALES MIG100430"
10413;"ORDER SALES MIG100014"
12170;"ORDER SALES MIG101771"
15000;"ORDER SALES MIG104601"
14741;"ORDER SALES MIG104342"
13224;"ORDER SALES MIG102825"
12878;"ORDER SALES MIG102479"
12665;"ORDER SALES MIG102266"
12324;"ORDER SALES MIG101925"
12101;"ORDER SALES MIG101702"
11549;"ORDER SALES MIG101150"
11239;"ORDER SALES MIG100840"
15312;"ORDER SALES MIG104913"
15035;"ORDER SALES MIG104636"
14224;"ORDER SALES MIG103825"
13919;"ORDER SALES MIG103520"
13477;"ORDER SALES MIG103078"
13202;"ORDER SALES MIG102803"
12727;"ORDER SALES MIG102328"
12623;"ORDER SALES MIG102224"
12488;"ORDER SALES MIG102089"
11579;"ORDER SALES MIG101180"
11224;"ORDER SALES MIG100825"
10932;"ORDER SALES MIG100533"
15257;"ORDER SALES MIG104858"
14143;"ORDER SALES MIG103744"
13540;"ORDER SALES MIG103141"
13408;"ORDER SALES MIG103009"
13252;"ORDER SALES MIG102853"
12815;"ORDER SALES MIG102416"
12244;"ORDER SALES MIG101845"
11880;"ORDER SALES MIG101481"
11473;"ORDER SALES MIG101074"
11175;"ORDER SALES MIG100776"
10887;"ORDER SALES MIG100488"
15393;"ORDER SALES MIG104994"
15346;"ORDER SALES MIG104947"
15258;"ORDER SALES MIG104859"
14519;"ORDER SALES MIG104120"
14359;"ORDER SALES MIG103960"
14241;"ORDER SALES MIG103842"
13754;"ORDER SALES MIG103355"
13389;"ORDER SALES MIG102990"
12984;"ORDER SALES MIG102585"
12853;"ORDER SALES MIG102454"
12718;"ORDER SALES MIG102319"
12342;"ORDER SALES MIG101943"
11599;"ORDER SALES MIG101200"
11270;"ORDER SALES MIG100871"
11231;"ORDER SALES MIG100832"
11176;"ORDER SALES MIG100777"
11097;"ORDER SALES MIG100698"
10954;"ORDER SALES MIG100555"
10851;"ORDER SALES MIG100452"
10548;"ORDER SALES MIG100149"
13535;"ORDER SALES MIG103136"
14629;"ORDER SALES MIG104230"
14329;"ORDER SALES MIG103930"
14191;"ORDER SALES MIG103792"
14156;"ORDER SALES MIG103757"
14080;"ORDER SALES MIG103681"
14026;"ORDER SALES MIG103627"
13823;"ORDER SALES MIG103424"
13063;"ORDER SALES MIG102664"
12677;"ORDER SALES MIG102278"
12391;"ORDER SALES MIG101992"
11834;"ORDER SALES MIG101435"
11810;"ORDER SALES MIG101411"
11687;"ORDER SALES MIG101288"
11238;"ORDER SALES MIG100839"
10933;"ORDER SALES MIG100534"
10776;"ORDER SALES MIG100377"
10760;"ORDER SALES MIG100361"
10501;"ORDER SALES MIG100102"
14389;"ORDER SALES MIG103990"
14045;"ORDER SALES MIG103646"
12639;"ORDER SALES MIG102240"
11376;"ORDER SALES MIG100977"
11157;"ORDER SALES MIG100758"
14822;"ORDER SALES MIG104423"
14774;"ORDER SALES MIG104375"
12705;"ORDER SALES MIG102306"
15379;"ORDER SALES MIG104980"
15321;"ORDER SALES MIG104922"
15150;"ORDER SALES MIG104751"
15041;"ORDER SALES MIG104642"
14032;"ORDER SALES MIG103633"
13268;"ORDER SALES MIG102869"
13178;"ORDER SALES MIG102779"
12292;"ORDER SALES MIG101893"
12042;"ORDER SALES MIG101643"
11758;"ORDER SALES MIG101359"
11630;"ORDER SALES MIG101231"
11444;"ORDER SALES MIG101045"
11325;"ORDER SALES MIG100926"
11134;"ORDER SALES MIG100735"
11080;"ORDER SALES MIG100681"
10893;"ORDER SALES MIG100494"
10782;"ORDER SALES MIG100383"
14825;"ORDER SALES MIG104426"
13451;"ORDER SALES MIG103052"
13226;"ORDER SALES MIG102827"
13079;"ORDER SALES MIG102680"
12258;"ORDER SALES MIG101859"
11849;"ORDER SALES MIG101450"
11789;"ORDER SALES MIG101390"
11043;"ORDER SALES MIG100644"
10753;"ORDER SALES MIG100354"
10482;"ORDER SALES MIG100083"
11205;"ORDER SALES MIG100806"
13384;"ORDER SALES MIG102985"
12573;"ORDER SALES MIG102174"
12546;"ORDER SALES MIG102147"
11968;"ORDER SALES MIG101569"
15137;"ORDER SALES MIG104738"
15111;"ORDER SALES MIG104712"
14920;"ORDER SALES MIG104521"
14788;"ORDER SALES MIG104389"
14528;"ORDER SALES MIG104129"
12916;"ORDER SALES MIG102517"
12824;"ORDER SALES MIG102425"
12560;"ORDER SALES MIG102161"
12311;"ORDER SALES MIG101912"
12303;"ORDER SALES MIG101904"
13849;"ORDER SALES MIG103450"
12799;"ORDER SALES MIG102400"
12024;"ORDER SALES MIG101625"
10505;"ORDER SALES MIG100106"
11438;"ORDER SALES MIG101039"
15315;"ORDER SALES MIG104916"
15057;"ORDER SALES MIG104658"
14846;"ORDER SALES MIG104447"
14559;"ORDER SALES MIG104160"
14096;"ORDER SALES MIG103697"
13596;"ORDER SALES MIG103197"
13469;"ORDER SALES MIG103070"
12857;"ORDER SALES MIG102458"
12839;"ORDER SALES MIG102440"
11970;"ORDER SALES MIG101571"
11030;"ORDER SALES MIG100631"
10846;"ORDER SALES MIG100447"
14715;"ORDER SALES MIG104316"
14310;"ORDER SALES MIG103911"
14130;"ORDER SALES MIG103731"
14094;"ORDER SALES MIG103695"
14055;"ORDER SALES MIG103656"
13512;"ORDER SALES MIG103113"
13310;"ORDER SALES MIG102911"
12860;"ORDER SALES MIG102461"
12500;"ORDER SALES MIG102101"
12249;"ORDER SALES MIG101850"
11828;"ORDER SALES MIG101429"
11793;"ORDER SALES MIG101394"
14975;"ORDER SALES MIG104576"
12826;"ORDER SALES MIG102427"
11389;"ORDER SALES MIG100990"
10640;"ORDER SALES MIG100241"
15386;"ORDER SALES MIG104987"
10989;"ORDER SALES MIG100590"
15356;"ORDER SALES MIG104957"
14926;"ORDER SALES MIG104527"
14146;"ORDER SALES MIG103747"
13582;"ORDER SALES MIG103183"
12265;"ORDER SALES MIG101866"
12261;"ORDER SALES MIG101862"
12248;"ORDER SALES MIG101849"
10647;"ORDER SALES MIG100248"
13356;"ORDER SALES MIG102957"
14993;"ORDER SALES MIG104594"
14873;"ORDER SALES MIG104474"
14713;"ORDER SALES MIG104314"
13479;"ORDER SALES MIG103080"
12949;"ORDER SALES MIG102550"
12743;"ORDER SALES MIG102344"
12069;"ORDER SALES MIG101670"
11806;"ORDER SALES MIG101407"
10596;"ORDER SALES MIG100197"
15146;"ORDER SALES MIG104747"
15063;"ORDER SALES MIG104664"
15043;"ORDER SALES MIG104644"
15003;"ORDER SALES MIG104604"
14422;"ORDER SALES MIG104023"
14363;"ORDER SALES MIG103964"
14105;"ORDER SALES MIG103706"
14025;"ORDER SALES MIG103626"
13955;"ORDER SALES MIG103556"
13867;"ORDER SALES MIG103468"
13409;"ORDER SALES MIG103010"
13045;"ORDER SALES MIG102646"
12845;"ORDER SALES MIG102446"
12831;"ORDER SALES MIG102432"
12489;"ORDER SALES MIG102090"
12214;"ORDER SALES MIG101815"
12205;"ORDER SALES MIG101806"
11897;"ORDER SALES MIG101498"
11700;"ORDER SALES MIG101301"
11477;"ORDER SALES MIG101078"
11456;"ORDER SALES MIG101057"
11170;"ORDER SALES MIG100771"
10905;"ORDER SALES MIG100506"
10582;"ORDER SALES MIG100183"
10453;"ORDER SALES MIG100054"
14567;"ORDER SALES MIG104168"
11561;"ORDER SALES MIG101162"
13083;"ORDER SALES MIG102684"
13034;"ORDER SALES MIG102635"
12404;"ORDER SALES MIG102005"
10738;"ORDER SALES MIG100339"
13116;"ORDER SALES MIG102717"
12740;"ORDER SALES MIG102341"
12548;"ORDER SALES MIG102149"
12475;"ORDER SALES MIG102076"
12228;"ORDER SALES MIG101829"
11320;"ORDER SALES MIG100921"
14828;"ORDER SALES MIG104429"
14538;"ORDER SALES MIG104139"
14287;"ORDER SALES MIG103888"
13889;"ORDER SALES MIG103490"
13370;"ORDER SALES MIG102971"
12184;"ORDER SALES MIG101785"
11551;"ORDER SALES MIG101152"
10412;"ORDER SALES MIG100013"
12191;"ORDER SALES MIG101792"
11450;"ORDER SALES MIG101051"
10882;"ORDER SALES MIG100483"
10627;"ORDER SALES MIG100228"
14931;"ORDER SALES MIG104532"
14439;"ORDER SALES MIG104040"
14302;"ORDER SALES MIG103903"
14198;"ORDER SALES MIG103799"
14190;"ORDER SALES MIG103791"
13606;"ORDER SALES MIG103207"
13190;"ORDER SALES MIG102791"
12696;"ORDER SALES MIG102297"
12493;"ORDER SALES MIG102094"
12401;"ORDER SALES MIG102002"
11391;"ORDER SALES MIG100992"
10620;"ORDER SALES MIG100221"
14635;"ORDER SALES MIG104236"
14631;"ORDER SALES MIG104232"
14378;"ORDER SALES MIG103979"
14135;"ORDER SALES MIG103736"
14133;"ORDER SALES MIG103734"
13576;"ORDER SALES MIG103177"
13537;"ORDER SALES MIG103138"
13333;"ORDER SALES MIG102934"
12724;"ORDER SALES MIG102325"
12218;"ORDER SALES MIG101819"
11748;"ORDER SALES MIG101349"
11454;"ORDER SALES MIG101055"
10836;"ORDER SALES MIG100437"
10659;"ORDER SALES MIG100260"
14702;"ORDER SALES MIG104303"
14392;"ORDER SALES MIG103993"
14343;"ORDER SALES MIG103944"
14295;"ORDER SALES MIG103896"
12507;"ORDER SALES MIG102108"
14810;"ORDER SALES MIG104411"
14107;"ORDER SALES MIG103708"
13616;"ORDER SALES MIG103217"
13507;"ORDER SALES MIG103108"
13175;"ORDER SALES MIG102776"
12706;"ORDER SALES MIG102307"
12587;"ORDER SALES MIG102188"
11547;"ORDER SALES MIG101148"
10972;"ORDER SALES MIG100573"
10795;"ORDER SALES MIG100396"
15074;"ORDER SALES MIG104675"
13882;"ORDER SALES MIG103483"
11842;"ORDER SALES MIG101443"
11572;"ORDER SALES MIG101173"
14683;"ORDER SALES MIG104284"
14286;"ORDER SALES MIG103887"
12446;"ORDER SALES MIG102047"
14212;"ORDER SALES MIG103813"
13114;"ORDER SALES MIG102715"
13094;"ORDER SALES MIG102695"
12099;"ORDER SALES MIG101700"
12036;"ORDER SALES MIG101637"
11891;"ORDER SALES MIG101492"
11174;"ORDER SALES MIG100775"
11100;"ORDER SALES MIG100701"
10828;"ORDER SALES MIG100429"
15243;"ORDER SALES MIG104844"
15050;"ORDER SALES MIG104651"
14800;"ORDER SALES MIG104401"
14433;"ORDER SALES MIG104034"
14192;"ORDER SALES MIG103793"
13508;"ORDER SALES MIG103109"
13285;"ORDER SALES MIG102886"
13026;"ORDER SALES MIG102627"
12690;"ORDER SALES MIG102291"
12648;"ORDER SALES MIG102249"
12487;"ORDER SALES MIG102088"
12323;"ORDER SALES MIG101924"
12273;"ORDER SALES MIG101874"
12070;"ORDER SALES MIG101671"
12002;"ORDER SALES MIG101603"
11638;"ORDER SALES MIG101239"
10894;"ORDER SALES MIG100495"
10520;"ORDER SALES MIG100121"
10509;"ORDER SALES MIG100110"
15194;"ORDER SALES MIG104795"
14410;"ORDER SALES MIG104011"
11812;"ORDER SALES MIG101413"
11306;"ORDER SALES MIG100907"
10632;"ORDER SALES MIG100233"
14610;"ORDER SALES MIG104211"
14511;"ORDER SALES MIG104112"
14277;"ORDER SALES MIG103878"
14144;"ORDER SALES MIG103745"
12616;"ORDER SALES MIG102217"
11668;"ORDER SALES MIG101269"
11515;"ORDER SALES MIG101116"
10916;"ORDER SALES MIG100517"
10818;"ORDER SALES MIG100419"
15126;"ORDER SALES MIG104727"
13002;"ORDER SALES MIG102603"
15349;"ORDER SALES MIG104950"
15095;"ORDER SALES MIG104696"
14576;"ORDER SALES MIG104177"
14525;"ORDER SALES MIG104126"
13671;"ORDER SALES MIG103272"
13647;"ORDER SALES MIG103248"
13524;"ORDER SALES MIG103125"
13423;"ORDER SALES MIG103024"
12832;"ORDER SALES MIG102433"
12251;"ORDER SALES MIG101852"
11944;"ORDER SALES MIG101545"
11107;"ORDER SALES MIG100708"
15256;"ORDER SALES MIG104857"
15006;"ORDER SALES MIG104607"
14658;"ORDER SALES MIG104259"
14557;"ORDER SALES MIG104158"
13863;"ORDER SALES MIG103464"
13696;"ORDER SALES MIG103297"
13533;"ORDER SALES MIG103134"
13430;"ORDER SALES MIG103031"
13330;"ORDER SALES MIG102931"
13163;"ORDER SALES MIG102764"
12339;"ORDER SALES MIG101940"
12238;"ORDER SALES MIG101839"
11976;"ORDER SALES MIG101577"
11869;"ORDER SALES MIG101470"
11843;"ORDER SALES MIG101444"
11768;"ORDER SALES MIG101369"
11453;"ORDER SALES MIG101054"
11361;"ORDER SALES MIG100962"
11237;"ORDER SALES MIG100838"
10644;"ORDER SALES MIG100245"
13312;"ORDER SALES MIG102913"
11484;"ORDER SALES MIG101085"
11062;"ORDER SALES MIG100663"
11054;"ORDER SALES MIG100655"
13890;"ORDER SALES MIG103491"
11275;"ORDER SALES MIG100876"
10513;"ORDER SALES MIG100114"
10466;"ORDER SALES MIG100067"
15197;"ORDER SALES MIG104798"
15184;"ORDER SALES MIG104785"
14247;"ORDER SALES MIG103848"
13552;"ORDER SALES MIG103153"
12980;"ORDER SALES MIG102581"
12872;"ORDER SALES MIG102473"
12776;"ORDER SALES MIG102377"
12454;"ORDER SALES MIG102055"
14731;"ORDER SALES MIG104332"
14042;"ORDER SALES MIG103643"
13962;"ORDER SALES MIG103563"
13841;"ORDER SALES MIG103442"
12761;"ORDER SALES MIG102362"
11405;"ORDER SALES MIG101006"
10747;"ORDER SALES MIG100348"
10440;"ORDER SALES MIG100041"
15254;"ORDER SALES MIG104855"
15178;"ORDER SALES MIG104779"
14434;"ORDER SALES MIG104035"
14243;"ORDER SALES MIG103844"
13393;"ORDER SALES MIG102994"
13284;"ORDER SALES MIG102885"
12592;"ORDER SALES MIG102193"
11430;"ORDER SALES MIG101031"
10878;"ORDER SALES MIG100479"
10742;"ORDER SALES MIG100343"
10689;"ORDER SALES MIG100290"
10522;"ORDER SALES MIG100123"
14854;"ORDER SALES MIG104455"
14593;"ORDER SALES MIG104194"
14475;"ORDER SALES MIG104076"
14306;"ORDER SALES MIG103907"
13527;"ORDER SALES MIG103128"
13112;"ORDER SALES MIG102713"
12922;"ORDER SALES MIG102523"
12652;"ORDER SALES MIG102253"
12553;"ORDER SALES MIG102154"
12025;"ORDER SALES MIG101626"
11861;"ORDER SALES MIG101462"
11207;"ORDER SALES MIG100808"
12584;"ORDER SALES MIG102185"
11606;"ORDER SALES MIG101207"
15045;"ORDER SALES MIG104646"
14786;"ORDER SALES MIG104387"
12736;"ORDER SALES MIG102337"
12691;"ORDER SALES MIG102292"
10452;"ORDER SALES MIG100053"
15307;"ORDER SALES MIG104908"
14895;"ORDER SALES MIG104496"
13656;"ORDER SALES MIG103257"
13600;"ORDER SALES MIG103201"
13528;"ORDER SALES MIG103129"
12926;"ORDER SALES MIG102527"
12236;"ORDER SALES MIG101837"
11472;"ORDER SALES MIG101073"
11286;"ORDER SALES MIG100887"
11140;"ORDER SALES MIG100741"
11058;"ORDER SALES MIG100659"
10913;"ORDER SALES MIG100514"
14743;"ORDER SALES MIG104344"
14470;"ORDER SALES MIG104071"
13954;"ORDER SALES MIG103555"
13457;"ORDER SALES MIG103058"
12105;"ORDER SALES MIG101706"
11353;"ORDER SALES MIG100954"
11171;"ORDER SALES MIG100772"
10665;"ORDER SALES MIG100266"
13371;"ORDER SALES MIG102972"
10699;"ORDER SALES MIG100300"
15361;"ORDER SALES MIG104962"
15357;"ORDER SALES MIG104958"
14509;"ORDER SALES MIG104110"
14398;"ORDER SALES MIG103999"
14260;"ORDER SALES MIG103861"
14138;"ORDER SALES MIG103739"
13628;"ORDER SALES MIG103229"
13403;"ORDER SALES MIG103004"
13331;"ORDER SALES MIG102932"
13288;"ORDER SALES MIG102889"
13186;"ORDER SALES MIG102787"
12986;"ORDER SALES MIG102587"
11743;"ORDER SALES MIG101344"
11666;"ORDER SALES MIG101267"
11005;"ORDER SALES MIG100606"
10794;"ORDER SALES MIG100395"
15387;"ORDER SALES MIG104988"
15302;"ORDER SALES MIG104903"
15230;"ORDER SALES MIG104831"
15218;"ORDER SALES MIG104819"
14891;"ORDER SALES MIG104492"
14726;"ORDER SALES MIG104327"
13615;"ORDER SALES MIG103216"
13035;"ORDER SALES MIG102636"
13032;"ORDER SALES MIG102633"
12299;"ORDER SALES MIG101900"
12256;"ORDER SALES MIG101857"
11017;"ORDER SALES MIG100618"
10963;"ORDER SALES MIG100564"
10561;"ORDER SALES MIG100162"
10555;"ORDER SALES MIG100156"
14102;"ORDER SALES MIG103703"
10457;"ORDER SALES MIG100058"
14964;"ORDER SALES MIG104565"
14835;"ORDER SALES MIG104436"
14464;"ORDER SALES MIG104065"
13181;"ORDER SALES MIG102782"
12023;"ORDER SALES MIG101624"
15209;"ORDER SALES MIG104810"
14793;"ORDER SALES MIG104394"
13629;"ORDER SALES MIG103230"
12055;"ORDER SALES MIG101656"
12035;"ORDER SALES MIG101636"
11912;"ORDER SALES MIG101513"
11366;"ORDER SALES MIG100967"
11311;"ORDER SALES MIG100912"
14942;"ORDER SALES MIG104543"
14665;"ORDER SALES MIG104266"
14209;"ORDER SALES MIG103810"
13309;"ORDER SALES MIG102910"
11945;"ORDER SALES MIG101546"
11641;"ORDER SALES MIG101242"
10461;"ORDER SALES MIG100062"
15342;"ORDER SALES MIG104943"
12656;"ORDER SALES MIG102257"
15355;"ORDER SALES MIG104956"
14555;"ORDER SALES MIG104156"
14533;"ORDER SALES MIG104134"
13877;"ORDER SALES MIG103478"
13351;"ORDER SALES MIG102952"
12792;"ORDER SALES MIG102393"
12521;"ORDER SALES MIG102122"
11753;"ORDER SALES MIG101354"
10814;"ORDER SALES MIG100415"
10600;"ORDER SALES MIG100201"
15343;"ORDER SALES MIG104944"
15308;"ORDER SALES MIG104909"
15205;"ORDER SALES MIG104806"
14783;"ORDER SALES MIG104384"
14647;"ORDER SALES MIG104248"
13826;"ORDER SALES MIG103427"
13663;"ORDER SALES MIG103264"
13152;"ORDER SALES MIG102753"
13022;"ORDER SALES MIG102623"
12964;"ORDER SALES MIG102565"
12715;"ORDER SALES MIG102316"
12596;"ORDER SALES MIG102197"
12423;"ORDER SALES MIG102024"
12313;"ORDER SALES MIG101914"
12113;"ORDER SALES MIG101714"
12019;"ORDER SALES MIG101620"
11779;"ORDER SALES MIG101380"
11749;"ORDER SALES MIG101350"
11356;"ORDER SALES MIG100957"
11141;"ORDER SALES MIG100742"
10697;"ORDER SALES MIG100298"
10471;"ORDER SALES MIG100072"
14169;"ORDER SALES MIG103770"
14020;"ORDER SALES MIG103621"
13951;"ORDER SALES MIG103552"
13369;"ORDER SALES MIG102970"
11486;"ORDER SALES MIG101087"
11230;"ORDER SALES MIG100831"
14935;"ORDER SALES MIG104536"
14164;"ORDER SALES MIG103765"
14093;"ORDER SALES MIG103694"
12988;"ORDER SALES MIG102589"
12047;"ORDER SALES MIG101648"
11394;"ORDER SALES MIG100995"
11222;"ORDER SALES MIG100823"
10537;"ORDER SALES MIG100138"
10462;"ORDER SALES MIG100063"
14235;"ORDER SALES MIG103836"
13956;"ORDER SALES MIG103557"
11818;"ORDER SALES MIG101419"
14400;"ORDER SALES MIG104001"
12192;"ORDER SALES MIG101793"
14152;"ORDER SALES MIG103753"
13870;"ORDER SALES MIG103471"
13860;"ORDER SALES MIG103461"
12235;"ORDER SALES MIG101836"
11575;"ORDER SALES MIG101176"
11508;"ORDER SALES MIG101109"
11382;"ORDER SALES MIG100983"
11299;"ORDER SALES MIG100900"
10448;"ORDER SALES MIG100049"
15166;"ORDER SALES MIG104767"
14779;"ORDER SALES MIG104380"
14747;"ORDER SALES MIG104348"
14409;"ORDER SALES MIG104010"
13857;"ORDER SALES MIG103458"
13792;"ORDER SALES MIG103393"
13364;"ORDER SALES MIG102965"
13096;"ORDER SALES MIG102697"
12942;"ORDER SALES MIG102543"
12941;"ORDER SALES MIG102542"
12902;"ORDER SALES MIG102503"
12479;"ORDER SALES MIG102080"
12411;"ORDER SALES MIG102012"
12076;"ORDER SALES MIG101677"
12064;"ORDER SALES MIG101665"
11610;"ORDER SALES MIG101211"
11519;"ORDER SALES MIG101120"
11423;"ORDER SALES MIG101024"
11193;"ORDER SALES MIG100794"
11150;"ORDER SALES MIG100751"
10907;"ORDER SALES MIG100508"
10831;"ORDER SALES MIG100432"
10680;"ORDER SALES MIG100281"
14319;"ORDER SALES MIG103920"
12953;"ORDER SALES MIG102554"
12247;"ORDER SALES MIG101848"
11879;"ORDER SALES MIG101480"
11388;"ORDER SALES MIG100989"
10437;"ORDER SALES MIG100038"
14765;"ORDER SALES MIG104366"
14476;"ORDER SALES MIG104077"
13918;"ORDER SALES MIG103519"
13601;"ORDER SALES MIG103202"
13171;"ORDER SALES MIG102772"
13086;"ORDER SALES MIG102687"
12396;"ORDER SALES MIG101997"
12359;"ORDER SALES MIG101960"
11813;"ORDER SALES MIG101414"
11689;"ORDER SALES MIG101290"
11627;"ORDER SALES MIG101228"
10778;"ORDER SALES MIG100379"
14740;"ORDER SALES MIG104341"
14109;"ORDER SALES MIG103710"
11324;"ORDER SALES MIG100925"
11143;"ORDER SALES MIG100744"
15249;"ORDER SALES MIG104850"
15032;"ORDER SALES MIG104633"
14884;"ORDER SALES MIG104485"
14784;"ORDER SALES MIG104385"
14617;"ORDER SALES MIG104218"
14118;"ORDER SALES MIG103719"
14027;"ORDER SALES MIG103628"
13326;"ORDER SALES MIG102927"
12746;"ORDER SALES MIG102347"
11608;"ORDER SALES MIG101209"
10629;"ORDER SALES MIG100230"
10415;"ORDER SALES MIG100016"
14945;"ORDER SALES MIG104546"
14677;"ORDER SALES MIG104278"
14382;"ORDER SALES MIG103983"
14075;"ORDER SALES MIG103676"
14004;"ORDER SALES MIG103605"
13888;"ORDER SALES MIG103489"
13657;"ORDER SALES MIG103258"
13511;"ORDER SALES MIG103112"
13334;"ORDER SALES MIG102935"
13287;"ORDER SALES MIG102888"
13090;"ORDER SALES MIG102691"
13057;"ORDER SALES MIG102658"
12890;"ORDER SALES MIG102491"
12653;"ORDER SALES MIG102254"
11684;"ORDER SALES MIG101285"
11632;"ORDER SALES MIG101233"
11060;"ORDER SALES MIG100661"
10977;"ORDER SALES MIG100578"
10924;"ORDER SALES MIG100525"
10899;"ORDER SALES MIG100500"
10603;"ORDER SALES MIG100204"
10479;"ORDER SALES MIG100080"
13236;"ORDER SALES MIG102837"
13144;"ORDER SALES MIG102745"
12935;"ORDER SALES MIG102536"
12699;"ORDER SALES MIG102300"
11372;"ORDER SALES MIG100973"
10459;"ORDER SALES MIG100060"
14770;"ORDER SALES MIG104371"
12954;"ORDER SALES MIG102555"
12721;"ORDER SALES MIG102322"
11256;"ORDER SALES MIG100857"
14336;"ORDER SALES MIG103937"
14266;"ORDER SALES MIG103867"
13650;"ORDER SALES MIG103251"
12758;"ORDER SALES MIG102359"
12668;"ORDER SALES MIG102269"
12016;"ORDER SALES MIG101617"
11577;"ORDER SALES MIG101178"
10584;"ORDER SALES MIG100185"
15270;"ORDER SALES MIG104871"
15198;"ORDER SALES MIG104799"
14919;"ORDER SALES MIG104520"
14432;"ORDER SALES MIG104033"
14051;"ORDER SALES MIG103652"
13931;"ORDER SALES MIG103532"
13855;"ORDER SALES MIG103456"
13366;"ORDER SALES MIG102967"
13264;"ORDER SALES MIG102865"
11908;"ORDER SALES MIG101509"
11308;"ORDER SALES MIG100909"
10480;"ORDER SALES MIG100081"
14983;"ORDER SALES MIG104584"
14790;"ORDER SALES MIG104391"
14698;"ORDER SALES MIG104299"
14674;"ORDER SALES MIG104275"
14253;"ORDER SALES MIG103854"
14126;"ORDER SALES MIG103727"
13751;"ORDER SALES MIG103352"
13541;"ORDER SALES MIG103142"
13464;"ORDER SALES MIG103065"
13104;"ORDER SALES MIG102705"
12581;"ORDER SALES MIG102182"
11841;"ORDER SALES MIG101442"
11642;"ORDER SALES MIG101243"
11461;"ORDER SALES MIG101062"
11355;"ORDER SALES MIG100956"
11124;"ORDER SALES MIG100725"
10990;"ORDER SALES MIG100591"
10790;"ORDER SALES MIG100391"
10560;"ORDER SALES MIG100161"
14531;"ORDER SALES MIG104132"
13133;"ORDER SALES MIG102734"
12689;"ORDER SALES MIG102290"
12240;"ORDER SALES MIG101841"
12226;"ORDER SALES MIG101827"
11045;"ORDER SALES MIG100646"
10998;"ORDER SALES MIG100599"
15122;"ORDER SALES MIG104723"
13506;"ORDER SALES MIG103107"
12609;"ORDER SALES MIG102210"
11211;"ORDER SALES MIG100812"
11104;"ORDER SALES MIG100705"
15167;"ORDER SALES MIG104768"
14967;"ORDER SALES MIG104568"
13223;"ORDER SALES MIG102824"
13023;"ORDER SALES MIG102624"
12079;"ORDER SALES MIG101680"
14189;"ORDER SALES MIG103790"
13689;"ORDER SALES MIG103290"
12599;"ORDER SALES MIG102200"
12569;"ORDER SALES MIG102170"
