"IDE_PEDIDO";"DES_PEDIDO"
11175;"ORDER SALES MIG100776"
11176;"ORDER SALES MIG100777"
11177;"ORDER SALES MIG100778"
11178;"ORDER SALES MIG100779"
11179;"ORDER SALES MIG100780"
11180;"ORDER SALES MIG100781"
11181;"ORDER SALES MIG100782"
11182;"ORDER SALES MIG100783"
11183;"ORDER SALES MIG100784"
11184;"ORDER SALES MIG100785"
11185;"ORDER SALES MIG100786"
11186;"ORDER SALES MIG100787"
11187;"ORDER SALES MIG100788"
11188;"ORDER SALES MIG100789"
11189;"ORDER SALES MIG100790"
11190;"ORDER SALES MIG100791"
11191;"ORDER SALES MIG100792"
11192;"ORDER SALES MIG100793"
11193;"ORDER SALES MIG100794"
11194;"ORDER SALES MIG100795"
11195;"ORDER SALES MIG100796"
11196;"ORDER SALES MIG100797"
11197;"ORDER SALES MIG100798"
11198;"ORDER SALES MIG100799"
11199;"ORDER SALES MIG100800"
11200;"ORDER SALES MIG100801"
11201;"ORDER SALES MIG100802"
11202;"ORDER SALES MIG100803"
11203;"ORDER SALES MIG100804"
11204;"ORDER SALES MIG100805"
11205;"ORDER SALES MIG100806"
11206;"ORDER SALES MIG100807"
11207;"ORDER SALES MIG100808"
11208;"ORDER SALES MIG100809"
11209;"ORDER SALES MIG100810"
11210;"ORDER SALES MIG100811"
11211;"ORDER SALES MIG100812"
11212;"ORDER SALES MIG100813"
11213;"ORDER SALES MIG100814"
11214;"ORDER SALES MIG100815"
11215;"ORDER SALES MIG100816"
11216;"ORDER SALES MIG100817"
11217;"ORDER SALES MIG100818"
11218;"ORDER SALES MIG100819"
11219;"ORDER SALES MIG100820"
11220;"ORDER SALES MIG100821"
11221;"ORDER SALES MIG100822"
11222;"ORDER SALES MIG100823"
11223;"ORDER SALES MIG100824"
11224;"ORDER SALES MIG100825"
11225;"ORDER SALES MIG100826"
11226;"ORDER SALES MIG100827"
11227;"ORDER SALES MIG100828"
11228;"ORDER SALES MIG100829"
11229;"ORDER SALES MIG100830"
11230;"ORDER SALES MIG100831"
11231;"ORDER SALES MIG100832"
11232;"ORDER SALES MIG100833"
11233;"ORDER SALES MIG100834"
11234;"ORDER SALES MIG100835"
11235;"ORDER SALES MIG100836"
11236;"ORDER SALES MIG100837"
11237;"ORDER SALES MIG100838"
11238;"ORDER SALES MIG100839"
11239;"ORDER SALES MIG100840"
11240;"ORDER SALES MIG100841"
11241;"ORDER SALES MIG100842"
11242;"ORDER SALES MIG100843"
11243;"ORDER SALES MIG100844"
11244;"ORDER SALES MIG100845"
11245;"ORDER SALES MIG100846"
11246;"ORDER SALES MIG100847"
11247;"ORDER SALES MIG100848"
11248;"ORDER SALES MIG100849"
11249;"ORDER SALES MIG100850"
11250;"ORDER SALES MIG100851"
11251;"ORDER SALES MIG100852"
11252;"ORDER SALES MIG100853"
11253;"ORDER SALES MIG100854"
11254;"ORDER SALES MIG100855"
11255;"ORDER SALES MIG100856"
11256;"ORDER SALES MIG100857"
11257;"ORDER SALES MIG100858"
11258;"ORDER SALES MIG100859"
11259;"ORDER SALES MIG100860"
11260;"ORDER SALES MIG100861"
11261;"ORDER SALES MIG100862"
11262;"ORDER SALES MIG100863"
11263;"ORDER SALES MIG100864"
11264;"ORDER SALES MIG100865"
11265;"ORDER SALES MIG100866"
11266;"ORDER SALES MIG100867"
11267;"ORDER SALES MIG100868"
11268;"ORDER SALES MIG100869"
11269;"ORDER SALES MIG100870"
11270;"ORDER SALES MIG100871"
11271;"ORDER SALES MIG100872"
11272;"ORDER SALES MIG100873"
11273;"ORDER SALES MIG100874"
11274;"ORDER SALES MIG100875"
11275;"ORDER SALES MIG100876"
11276;"ORDER SALES MIG100877"
11277;"ORDER SALES MIG100878"
11278;"ORDER SALES MIG100879"
11279;"ORDER SALES MIG100880"
11280;"ORDER SALES MIG100881"
11281;"ORDER SALES MIG100882"
11282;"ORDER SALES MIG100883"
11283;"ORDER SALES MIG100884"
11284;"ORDER SALES MIG100885"
11285;"ORDER SALES MIG100886"
11286;"ORDER SALES MIG100887"
11287;"ORDER SALES MIG100888"
11288;"ORDER SALES MIG100889"
11289;"ORDER SALES MIG100890"
11290;"ORDER SALES MIG100891"
11291;"ORDER SALES MIG100892"
11292;"ORDER SALES MIG100893"
11293;"ORDER SALES MIG100894"
11294;"ORDER SALES MIG100895"
11295;"ORDER SALES MIG100896"
11296;"ORDER SALES MIG100897"
11297;"ORDER SALES MIG100898"
11298;"ORDER SALES MIG100899"
11299;"ORDER SALES MIG100900"
11300;"ORDER SALES MIG100901"
11301;"ORDER SALES MIG100902"
11302;"ORDER SALES MIG100903"
11303;"ORDER SALES MIG100904"
11304;"ORDER SALES MIG100905"
11305;"ORDER SALES MIG100906"
11306;"ORDER SALES MIG100907"
11307;"ORDER SALES MIG100908"
11308;"ORDER SALES MIG100909"
11309;"ORDER SALES MIG100910"
11310;"ORDER SALES MIG100911"
11311;"ORDER SALES MIG100912"
11312;"ORDER SALES MIG100913"
11313;"ORDER SALES MIG100914"
11314;"ORDER SALES MIG100915"
11315;"ORDER SALES MIG100916"
11316;"ORDER SALES MIG100917"
11317;"ORDER SALES MIG100918"
11318;"ORDER SALES MIG100919"
11319;"ORDER SALES MIG100920"
11320;"ORDER SALES MIG100921"
11321;"ORDER SALES MIG100922"
11322;"ORDER SALES MIG100923"
11323;"ORDER SALES MIG100924"
11324;"ORDER SALES MIG100925"
11325;"ORDER SALES MIG100926"
11326;"ORDER SALES MIG100927"
11327;"ORDER SALES MIG100928"
11328;"ORDER SALES MIG100929"
11329;"ORDER SALES MIG100930"
11330;"ORDER SALES MIG100931"
11331;"ORDER SALES MIG100932"
11332;"ORDER SALES MIG100933"
11333;"ORDER SALES MIG100934"
11334;"ORDER SALES MIG100935"
11335;"ORDER SALES MIG100936"
11336;"ORDER SALES MIG100937"
11337;"ORDER SALES MIG100938"
11338;"ORDER SALES MIG100939"
11339;"ORDER SALES MIG100940"
11340;"ORDER SALES MIG100941"
11341;"ORDER SALES MIG100942"
11342;"ORDER SALES MIG100943"
11343;"ORDER SALES MIG100944"
11344;"ORDER SALES MIG100945"
11345;"ORDER SALES MIG100946"
11346;"ORDER SALES MIG100947"
11347;"ORDER SALES MIG100948"
11348;"ORDER SALES MIG100949"
11349;"ORDER SALES MIG100950"
11350;"ORDER SALES MIG100951"
11351;"ORDER SALES MIG100952"
11352;"ORDER SALES MIG100953"
11353;"ORDER SALES MIG100954"
11354;"ORDER SALES MIG100955"
11355;"ORDER SALES MIG100956"
11356;"ORDER SALES MIG100957"
11357;"ORDER SALES MIG100958"
11358;"ORDER SALES MIG100959"
11359;"ORDER SALES MIG100960"
11360;"ORDER SALES MIG100961"
11361;"ORDER SALES MIG100962"
11362;"ORDER SALES MIG100963"
11363;"ORDER SALES MIG100964"
11364;"ORDER SALES MIG100965"
11365;"ORDER SALES MIG100966"
11366;"ORDER SALES MIG100967"
11367;"ORDER SALES MIG100968"
11368;"ORDER SALES MIG100969"
11369;"ORDER SALES MIG100970"
11370;"ORDER SALES MIG100971"
11371;"ORDER SALES MIG100972"
11372;"ORDER SALES MIG100973"
11373;"ORDER SALES MIG100974"
11374;"ORDER SALES MIG100975"
11375;"ORDER SALES MIG100976"
11376;"ORDER SALES MIG100977"
11377;"ORDER SALES MIG100978"
11378;"ORDER SALES MIG100979"
11379;"ORDER SALES MIG100980"
11380;"ORDER SALES MIG100981"
11381;"ORDER SALES MIG100982"
11382;"ORDER SALES MIG100983"
11383;"ORDER SALES MIG100984"
11384;"ORDER SALES MIG100985"
11385;"ORDER SALES MIG100986"
11386;"ORDER SALES MIG100987"
11387;"ORDER SALES MIG100988"
11388;"ORDER SALES MIG100989"
11389;"ORDER SALES MIG100990"
11390;"ORDER SALES MIG100991"
11391;"ORDER SALES MIG100992"
11392;"ORDER SALES MIG100993"
11393;"ORDER SALES MIG100994"
11394;"ORDER SALES MIG100995"
11395;"ORDER SALES MIG100996"
11396;"ORDER SALES MIG100997"
11397;"ORDER SALES MIG100998"
11398;"ORDER SALES MIG100999"
11399;"ORDER SALES MIG101000"
11400;"ORDER SALES MIG101001"
11401;"ORDER SALES MIG101002"
11402;"ORDER SALES MIG101003"
11403;"ORDER SALES MIG101004"
11404;"ORDER SALES MIG101005"
11405;"ORDER SALES MIG101006"
11406;"ORDER SALES MIG101007"
11407;"ORDER SALES MIG101008"
11408;"ORDER SALES MIG101009"
11409;"ORDER SALES MIG101010"
11410;"ORDER SALES MIG101011"
11411;"ORDER SALES MIG101012"
11412;"ORDER SALES MIG101013"
11413;"ORDER SALES MIG101014"
11414;"ORDER SALES MIG101015"
11415;"ORDER SALES MIG101016"
11416;"ORDER SALES MIG101017"
11417;"ORDER SALES MIG101018"
11418;"ORDER SALES MIG101019"
11419;"ORDER SALES MIG101020"
11420;"ORDER SALES MIG101021"
11421;"ORDER SALES MIG101022"
11422;"ORDER SALES MIG101023"
11423;"ORDER SALES MIG101024"
11424;"ORDER SALES MIG101025"
11425;"ORDER SALES MIG101026"
11426;"ORDER SALES MIG101027"
11427;"ORDER SALES MIG101028"
11428;"ORDER SALES MIG101029"
11429;"ORDER SALES MIG101030"
11430;"ORDER SALES MIG101031"
11431;"ORDER SALES MIG101032"
11432;"ORDER SALES MIG101033"
11433;"ORDER SALES MIG101034"
11434;"ORDER SALES MIG101035"
11435;"ORDER SALES MIG101036"
11436;"ORDER SALES MIG101037"
11437;"ORDER SALES MIG101038"
11438;"ORDER SALES MIG101039"
11439;"ORDER SALES MIG101040"
11440;"ORDER SALES MIG101041"
11441;"ORDER SALES MIG101042"
11442;"ORDER SALES MIG101043"
11443;"ORDER SALES MIG101044"
11444;"ORDER SALES MIG101045"
11445;"ORDER SALES MIG101046"
11446;"ORDER SALES MIG101047"
11447;"ORDER SALES MIG101048"
11448;"ORDER SALES MIG101049"
11449;"ORDER SALES MIG101050"
11450;"ORDER SALES MIG101051"
11451;"ORDER SALES MIG101052"
11452;"ORDER SALES MIG101053"
11453;"ORDER SALES MIG101054"
11454;"ORDER SALES MIG101055"
11455;"ORDER SALES MIG101056"
11456;"ORDER SALES MIG101057"
11457;"ORDER SALES MIG101058"
11458;"ORDER SALES MIG101059"
11459;"ORDER SALES MIG101060"
11460;"ORDER SALES MIG101061"
11461;"ORDER SALES MIG101062"
11462;"ORDER SALES MIG101063"
11463;"ORDER SALES MIG101064"
11464;"ORDER SALES MIG101065"
11465;"ORDER SALES MIG101066"
11466;"ORDER SALES MIG101067"
11467;"ORDER SALES MIG101068"
11468;"ORDER SALES MIG101069"
11469;"ORDER SALES MIG101070"
11470;"ORDER SALES MIG101071"
11471;"ORDER SALES MIG101072"
11472;"ORDER SALES MIG101073"
11473;"ORDER SALES MIG101074"
11474;"ORDER SALES MIG101075"
11475;"ORDER SALES MIG101076"
11476;"ORDER SALES MIG101077"
11477;"ORDER SALES MIG101078"
11478;"ORDER SALES MIG101079"
11479;"ORDER SALES MIG101080"
11480;"ORDER SALES MIG101081"
11481;"ORDER SALES MIG101082"
11482;"ORDER SALES MIG101083"
11483;"ORDER SALES MIG101084"
11484;"ORDER SALES MIG101085"
11485;"ORDER SALES MIG101086"
11486;"ORDER SALES MIG101087"
11487;"ORDER SALES MIG101088"
11488;"ORDER SALES MIG101089"
11489;"ORDER SALES MIG101090"
11490;"ORDER SALES MIG101091"
11491;"ORDER SALES MIG101092"
11492;"ORDER SALES MIG101093"
11493;"ORDER SALES MIG101094"
11494;"ORDER SALES MIG101095"
11495;"ORDER SALES MIG101096"
11496;"ORDER SALES MIG101097"
11497;"ORDER SALES MIG101098"
11498;"ORDER SALES MIG101099"
11499;"ORDER SALES MIG101100"
11500;"ORDER SALES MIG101101"
11501;"ORDER SALES MIG101102"
11502;"ORDER SALES MIG101103"
11503;"ORDER SALES MIG101104"
11504;"ORDER SALES MIG101105"
11505;"ORDER SALES MIG101106"
11506;"ORDER SALES MIG101107"
11507;"ORDER SALES MIG101108"
11508;"ORDER SALES MIG101109"
11509;"ORDER SALES MIG101110"
11510;"ORDER SALES MIG101111"
11511;"ORDER SALES MIG101112"
11512;"ORDER SALES MIG101113"
11513;"ORDER SALES MIG101114"
11514;"ORDER SALES MIG101115"
11515;"ORDER SALES MIG101116"
11516;"ORDER SALES MIG101117"
11517;"ORDER SALES MIG101118"
11518;"ORDER SALES MIG101119"
11519;"ORDER SALES MIG101120"
11520;"ORDER SALES MIG101121"
11521;"ORDER SALES MIG101122"
11522;"ORDER SALES MIG101123"
11523;"ORDER SALES MIG101124"
11524;"ORDER SALES MIG101125"
11525;"ORDER SALES MIG101126"
11526;"ORDER SALES MIG101127"
11527;"ORDER SALES MIG101128"
11528;"ORDER SALES MIG101129"
11529;"ORDER SALES MIG101130"
11530;"ORDER SALES MIG101131"
11531;"ORDER SALES MIG101132"
11532;"ORDER SALES MIG101133"
11533;"ORDER SALES MIG101134"
11534;"ORDER SALES MIG101135"
11535;"ORDER SALES MIG101136"
11536;"ORDER SALES MIG101137"
11537;"ORDER SALES MIG101138"
11538;"ORDER SALES MIG101139"
11539;"ORDER SALES MIG101140"
11540;"ORDER SALES MIG101141"
11541;"ORDER SALES MIG101142"
11542;"ORDER SALES MIG101143"
11543;"ORDER SALES MIG101144"
11544;"ORDER SALES MIG101145"
11545;"ORDER SALES MIG101146"
11546;"ORDER SALES MIG101147"
11547;"ORDER SALES MIG101148"
11548;"ORDER SALES MIG101149"
11549;"ORDER SALES MIG101150"
11550;"ORDER SALES MIG101151"
11551;"ORDER SALES MIG101152"
11552;"ORDER SALES MIG101153"
11553;"ORDER SALES MIG101154"
11554;"ORDER SALES MIG101155"
11555;"ORDER SALES MIG101156"
11556;"ORDER SALES MIG101157"
11557;"ORDER SALES MIG101158"
11558;"ORDER SALES MIG101159"
11559;"ORDER SALES MIG101160"
11560;"ORDER SALES MIG101161"
11561;"ORDER SALES MIG101162"
11562;"ORDER SALES MIG101163"
11563;"ORDER SALES MIG101164"
11564;"ORDER SALES MIG101165"
11565;"ORDER SALES MIG101166"
11566;"ORDER SALES MIG101167"
11567;"ORDER SALES MIG101168"
11568;"ORDER SALES MIG101169"
11569;"ORDER SALES MIG101170"
11570;"ORDER SALES MIG101171"
11571;"ORDER SALES MIG101172"
11572;"ORDER SALES MIG101173"
11573;"ORDER SALES MIG101174"
11574;"ORDER SALES MIG101175"
11575;"ORDER SALES MIG101176"
11576;"ORDER SALES MIG101177"
11577;"ORDER SALES MIG101178"
11578;"ORDER SALES MIG101179"
11579;"ORDER SALES MIG101180"
11580;"ORDER SALES MIG101181"
11581;"ORDER SALES MIG101182"
11582;"ORDER SALES MIG101183"
11583;"ORDER SALES MIG101184"
11584;"ORDER SALES MIG101185"
11585;"ORDER SALES MIG101186"
11586;"ORDER SALES MIG101187"
11587;"ORDER SALES MIG101188"
11588;"ORDER SALES MIG101189"
11589;"ORDER SALES MIG101190"
11590;"ORDER SALES MIG101191"
11591;"ORDER SALES MIG101192"
11592;"ORDER SALES MIG101193"
11593;"ORDER SALES MIG101194"
11594;"ORDER SALES MIG101195"
11595;"ORDER SALES MIG101196"
11596;"ORDER SALES MIG101197"
11597;"ORDER SALES MIG101198"
11598;"ORDER SALES MIG101199"
11599;"ORDER SALES MIG101200"
11600;"ORDER SALES MIG101201"
11601;"ORDER SALES MIG101202"
11602;"ORDER SALES MIG101203"
11603;"ORDER SALES MIG101204"
11604;"ORDER SALES MIG101205"
11605;"ORDER SALES MIG101206"
11606;"ORDER SALES MIG101207"
11607;"ORDER SALES MIG101208"
11608;"ORDER SALES MIG101209"
11609;"ORDER SALES MIG101210"
11610;"ORDER SALES MIG101211"
11611;"ORDER SALES MIG101212"
11612;"ORDER SALES MIG101213"
11613;"ORDER SALES MIG101214"
11614;"ORDER SALES MIG101215"
11615;"ORDER SALES MIG101216"
11616;"ORDER SALES MIG101217"
11617;"ORDER SALES MIG101218"
11618;"ORDER SALES MIG101219"
11619;"ORDER SALES MIG101220"
11620;"ORDER SALES MIG101221"
11621;"ORDER SALES MIG101222"
11622;"ORDER SALES MIG101223"
11623;"ORDER SALES MIG101224"
11624;"ORDER SALES MIG101225"
11625;"ORDER SALES MIG101226"
11626;"ORDER SALES MIG101227"
11627;"ORDER SALES MIG101228"
11628;"ORDER SALES MIG101229"
11629;"ORDER SALES MIG101230"
11630;"ORDER SALES MIG101231"
11631;"ORDER SALES MIG101232"
11632;"ORDER SALES MIG101233"
11633;"ORDER SALES MIG101234"
11634;"ORDER SALES MIG101235"
11635;"ORDER SALES MIG101236"
11636;"ORDER SALES MIG101237"
11637;"ORDER SALES MIG101238"
11638;"ORDER SALES MIG101239"
11639;"ORDER SALES MIG101240"
11640;"ORDER SALES MIG101241"
11641;"ORDER SALES MIG101242"
11642;"ORDER SALES MIG101243"
11643;"ORDER SALES MIG101244"
11644;"ORDER SALES MIG101245"
11645;"ORDER SALES MIG101246"
11646;"ORDER SALES MIG101247"
11647;"ORDER SALES MIG101248"
11648;"ORDER SALES MIG101249"
11649;"ORDER SALES MIG101250"
11650;"ORDER SALES MIG101251"
11651;"ORDER SALES MIG101252"
11652;"ORDER SALES MIG101253"
11653;"ORDER SALES MIG101254"
11654;"ORDER SALES MIG101255"
11655;"ORDER SALES MIG101256"
11656;"ORDER SALES MIG101257"
11657;"ORDER SALES MIG101258"
11658;"ORDER SALES MIG101259"
11659;"ORDER SALES MIG101260"
11660;"ORDER SALES MIG101261"
11661;"ORDER SALES MIG101262"
11662;"ORDER SALES MIG101263"
11663;"ORDER SALES MIG101264"
11664;"ORDER SALES MIG101265"
11665;"ORDER SALES MIG101266"
11666;"ORDER SALES MIG101267"
11667;"ORDER SALES MIG101268"
11668;"ORDER SALES MIG101269"
11669;"ORDER SALES MIG101270"
11670;"ORDER SALES MIG101271"
11671;"ORDER SALES MIG101272"
11672;"ORDER SALES MIG101273"
11673;"ORDER SALES MIG101274"
11674;"ORDER SALES MIG101275"
11675;"ORDER SALES MIG101276"
11676;"ORDER SALES MIG101277"
11677;"ORDER SALES MIG101278"
11678;"ORDER SALES MIG101279"
11679;"ORDER SALES MIG101280"
11680;"ORDER SALES MIG101281"
11681;"ORDER SALES MIG101282"
11682;"ORDER SALES MIG101283"
11683;"ORDER SALES MIG101284"
11684;"ORDER SALES MIG101285"
11685;"ORDER SALES MIG101286"
11686;"ORDER SALES MIG101287"
11687;"ORDER SALES MIG101288"
11688;"ORDER SALES MIG101289"
11689;"ORDER SALES MIG101290"
11690;"ORDER SALES MIG101291"
11691;"ORDER SALES MIG101292"
11692;"ORDER SALES MIG101293"
11693;"ORDER SALES MIG101294"
11694;"ORDER SALES MIG101295"
11695;"ORDER SALES MIG101296"
11696;"ORDER SALES MIG101297"
11697;"ORDER SALES MIG101298"
11698;"ORDER SALES MIG101299"
11699;"ORDER SALES MIG101300"
11700;"ORDER SALES MIG101301"
11701;"ORDER SALES MIG101302"
11702;"ORDER SALES MIG101303"
11703;"ORDER SALES MIG101304"
11704;"ORDER SALES MIG101305"
11705;"ORDER SALES MIG101306"
11706;"ORDER SALES MIG101307"
11707;"ORDER SALES MIG101308"
11708;"ORDER SALES MIG101309"
11709;"ORDER SALES MIG101310"
11710;"ORDER SALES MIG101311"
11711;"ORDER SALES MIG101312"
11712;"ORDER SALES MIG101313"
11713;"ORDER SALES MIG101314"
11714;"ORDER SALES MIG101315"
11715;"ORDER SALES MIG101316"
11716;"ORDER SALES MIG101317"
11717;"ORDER SALES MIG101318"
11718;"ORDER SALES MIG101319"
11719;"ORDER SALES MIG101320"
11720;"ORDER SALES MIG101321"
11721;"ORDER SALES MIG101322"
11722;"ORDER SALES MIG101323"
11723;"ORDER SALES MIG101324"
11724;"ORDER SALES MIG101325"
11725;"ORDER SALES MIG101326"
11726;"ORDER SALES MIG101327"
11727;"ORDER SALES MIG101328"
11728;"ORDER SALES MIG101329"
11729;"ORDER SALES MIG101330"
11730;"ORDER SALES MIG101331"
11731;"ORDER SALES MIG101332"
11732;"ORDER SALES MIG101333"
11733;"ORDER SALES MIG101334"
11734;"ORDER SALES MIG101335"
11735;"ORDER SALES MIG101336"
11736;"ORDER SALES MIG101337"
11737;"ORDER SALES MIG101338"
11738;"ORDER SALES MIG101339"
11739;"ORDER SALES MIG101340"
11740;"ORDER SALES MIG101341"
11741;"ORDER SALES MIG101342"
11742;"ORDER SALES MIG101343"
11743;"ORDER SALES MIG101344"
11744;"ORDER SALES MIG101345"
11745;"ORDER SALES MIG101346"
11746;"ORDER SALES MIG101347"
11747;"ORDER SALES MIG101348"
11748;"ORDER SALES MIG101349"
11749;"ORDER SALES MIG101350"
11750;"ORDER SALES MIG101351"
11751;"ORDER SALES MIG101352"
11752;"ORDER SALES MIG101353"
11753;"ORDER SALES MIG101354"
11754;"ORDER SALES MIG101355"
11755;"ORDER SALES MIG101356"
11756;"ORDER SALES MIG101357"
11757;"ORDER SALES MIG101358"
11758;"ORDER SALES MIG101359"
11759;"ORDER SALES MIG101360"
11760;"ORDER SALES MIG101361"
11761;"ORDER SALES MIG101362"
11762;"ORDER SALES MIG101363"
11763;"ORDER SALES MIG101364"
11764;"ORDER SALES MIG101365"
11765;"ORDER SALES MIG101366"
11766;"ORDER SALES MIG101367"
11767;"ORDER SALES MIG101368"
11768;"ORDER SALES MIG101369"
11769;"ORDER SALES MIG101370"
11770;"ORDER SALES MIG101371"
11771;"ORDER SALES MIG101372"
11772;"ORDER SALES MIG101373"
11773;"ORDER SALES MIG101374"
11774;"ORDER SALES MIG101375"
11775;"ORDER SALES MIG101376"
11776;"ORDER SALES MIG101377"
11777;"ORDER SALES MIG101378"
11778;"ORDER SALES MIG101379"
11779;"ORDER SALES MIG101380"
11780;"ORDER SALES MIG101381"
11781;"ORDER SALES MIG101382"
11782;"ORDER SALES MIG101383"
11783;"ORDER SALES MIG101384"
11784;"ORDER SALES MIG101385"
11785;"ORDER SALES MIG101386"
11786;"ORDER SALES MIG101387"
11787;"ORDER SALES MIG101388"
11788;"ORDER SALES MIG101389"
11789;"ORDER SALES MIG101390"
11790;"ORDER SALES MIG101391"
11791;"ORDER SALES MIG101392"
11792;"ORDER SALES MIG101393"
11793;"ORDER SALES MIG101394"
11794;"ORDER SALES MIG101395"
11795;"ORDER SALES MIG101396"
11796;"ORDER SALES MIG101397"
11797;"ORDER SALES MIG101398"
11798;"ORDER SALES MIG101399"
11799;"ORDER SALES MIG101400"
11800;"ORDER SALES MIG101401"
11801;"ORDER SALES MIG101402"
11802;"ORDER SALES MIG101403"
11803;"ORDER SALES MIG101404"
11804;"ORDER SALES MIG101405"
11805;"ORDER SALES MIG101406"
11806;"ORDER SALES MIG101407"
11807;"ORDER SALES MIG101408"
11808;"ORDER SALES MIG101409"
11809;"ORDER SALES MIG101410"
11810;"ORDER SALES MIG101411"
11811;"ORDER SALES MIG101412"
11812;"ORDER SALES MIG101413"
11813;"ORDER SALES MIG101414"
11814;"ORDER SALES MIG101415"
11815;"ORDER SALES MIG101416"
11816;"ORDER SALES MIG101417"
11817;"ORDER SALES MIG101418"
11818;"ORDER SALES MIG101419"
11819;"ORDER SALES MIG101420"
11820;"ORDER SALES MIG101421"
11821;"ORDER SALES MIG101422"
11822;"ORDER SALES MIG101423"
11823;"ORDER SALES MIG101424"
11824;"ORDER SALES MIG101425"
11825;"ORDER SALES MIG101426"
11826;"ORDER SALES MIG101427"
11827;"ORDER SALES MIG101428"
11828;"ORDER SALES MIG101429"
11829;"ORDER SALES MIG101430"
11830;"ORDER SALES MIG101431"
11831;"ORDER SALES MIG101432"
11832;"ORDER SALES MIG101433"
11833;"ORDER SALES MIG101434"
11834;"ORDER SALES MIG101435"
11835;"ORDER SALES MIG101436"
11836;"ORDER SALES MIG101437"
11837;"ORDER SALES MIG101438"
11838;"ORDER SALES MIG101439"
11839;"ORDER SALES MIG101440"
11840;"ORDER SALES MIG101441"
11841;"ORDER SALES MIG101442"
11842;"ORDER SALES MIG101443"
11843;"ORDER SALES MIG101444"
11844;"ORDER SALES MIG101445"
11845;"ORDER SALES MIG101446"
11846;"ORDER SALES MIG101447"
11847;"ORDER SALES MIG101448"
11848;"ORDER SALES MIG101449"
11849;"ORDER SALES MIG101450"
11850;"ORDER SALES MIG101451"
11851;"ORDER SALES MIG101452"
11852;"ORDER SALES MIG101453"
11853;"ORDER SALES MIG101454"
11854;"ORDER SALES MIG101455"
11855;"ORDER SALES MIG101456"
11856;"ORDER SALES MIG101457"
11857;"ORDER SALES MIG101458"
11858;"ORDER SALES MIG101459"
11859;"ORDER SALES MIG101460"
11860;"ORDER SALES MIG101461"
11861;"ORDER SALES MIG101462"
11862;"ORDER SALES MIG101463"
11863;"ORDER SALES MIG101464"
11864;"ORDER SALES MIG101465"
11865;"ORDER SALES MIG101466"
11866;"ORDER SALES MIG101467"
11867;"ORDER SALES MIG101468"
11868;"ORDER SALES MIG101469"
11869;"ORDER SALES MIG101470"
11870;"ORDER SALES MIG101471"
11871;"ORDER SALES MIG101472"
11872;"ORDER SALES MIG101473"
11873;"ORDER SALES MIG101474"
11874;"ORDER SALES MIG101475"
11875;"ORDER SALES MIG101476"
11876;"ORDER SALES MIG101477"
11877;"ORDER SALES MIG101478"
11878;"ORDER SALES MIG101479"
11879;"ORDER SALES MIG101480"
11880;"ORDER SALES MIG101481"
11881;"ORDER SALES MIG101482"
11882;"ORDER SALES MIG101483"
11883;"ORDER SALES MIG101484"
11884;"ORDER SALES MIG101485"
11885;"ORDER SALES MIG101486"
11886;"ORDER SALES MIG101487"
11887;"ORDER SALES MIG101488"
11888;"ORDER SALES MIG101489"
11889;"ORDER SALES MIG101490"
11890;"ORDER SALES MIG101491"
11891;"ORDER SALES MIG101492"
11892;"ORDER SALES MIG101493"
11893;"ORDER SALES MIG101494"
11894;"ORDER SALES MIG101495"
11895;"ORDER SALES MIG101496"
11896;"ORDER SALES MIG101497"
11897;"ORDER SALES MIG101498"
11898;"ORDER SALES MIG101499"
11899;"ORDER SALES MIG101500"
11900;"ORDER SALES MIG101501"
11901;"ORDER SALES MIG101502"
11902;"ORDER SALES MIG101503"
11903;"ORDER SALES MIG101504"
11904;"ORDER SALES MIG101505"
11905;"ORDER SALES MIG101506"
11906;"ORDER SALES MIG101507"
11907;"ORDER SALES MIG101508"
11908;"ORDER SALES MIG101509"
11909;"ORDER SALES MIG101510"
11910;"ORDER SALES MIG101511"
11911;"ORDER SALES MIG101512"
11912;"ORDER SALES MIG101513"
11913;"ORDER SALES MIG101514"
11914;"ORDER SALES MIG101515"
11915;"ORDER SALES MIG101516"
11916;"ORDER SALES MIG101517"
11917;"ORDER SALES MIG101518"
11918;"ORDER SALES MIG101519"
11919;"ORDER SALES MIG101520"
11920;"ORDER SALES MIG101521"
11921;"ORDER SALES MIG101522"
11922;"ORDER SALES MIG101523"
11923;"ORDER SALES MIG101524"
11924;"ORDER SALES MIG101525"
11925;"ORDER SALES MIG101526"
11926;"ORDER SALES MIG101527"
11927;"ORDER SALES MIG101528"
11928;"ORDER SALES MIG101529"
11929;"ORDER SALES MIG101530"
11930;"ORDER SALES MIG101531"
11931;"ORDER SALES MIG101532"
11932;"ORDER SALES MIG101533"
11933;"ORDER SALES MIG101534"
11934;"ORDER SALES MIG101535"
11935;"ORDER SALES MIG101536"
11936;"ORDER SALES MIG101537"
11937;"ORDER SALES MIG101538"
11938;"ORDER SALES MIG101539"
11939;"ORDER SALES MIG101540"
11940;"ORDER SALES MIG101541"
11941;"ORDER SALES MIG101542"
11942;"ORDER SALES MIG101543"
11943;"ORDER SALES MIG101544"
11944;"ORDER SALES MIG101545"
11945;"ORDER SALES MIG101546"
11946;"ORDER SALES MIG101547"
11947;"ORDER SALES MIG101548"
11948;"ORDER SALES MIG101549"
11949;"ORDER SALES MIG101550"
11950;"ORDER SALES MIG101551"
