"IDE_VENTA";"IDE_PEDIDO";"IDE_CLIENTE";"IDE_FECHA";"IDE_PRODUCTO";"IDE_VENDEDOR";"NUM_UNIDADES";"NUM_PRECIO_NETO"
5467;13497;3492;"2022-07-27";"PRO14";1;22;220
5443;13473;3468;"2022-07-27";"PRO14";1;15;150
5371;13401;3396;"2022-07-27";"PRO14";1;16;160
5293;13322;3317;"2022-07-27";"PRO14";1;14;140
5278;13307;3302;"2022-07-27";"PRO14";1;13;130
5226;13253;3248;"2022-07-27";"PRO14";1;6;60
5053;13078;3073;"2022-07-27";"PRO14";1;43;430
5032;13056;3051;"2022-07-27";"PRO14";1;41;410
5030;13054;3049;"2022-07-27";"PRO14";1;22;220
4995;13017;3012;"2022-07-27";"PRO14";1;25;250
4985;13007;3002;"2022-07-27";"PRO14";1;15;150
4874;12894;2889;"2022-07-27";"PRO14";1;18;180
4815;12834;2829;"2022-07-27";"PRO14";1;52;520
4758;12777;2772;"2022-07-27";"PRO14";1;67;667
4730;12748;2743;"2022-07-27";"PRO14";1;49;490
4629;12646;2641;"2022-07-27";"PRO14";1;31;310
4592;12607;2602;"2022-07-27";"PRO14";1;28;280
4545;12559;2554;"2022-07-27";"PRO14";1;48;480
4427;12439;2434;"2022-07-27";"PRO14";1;4;40
4257;12263;2258;"2022-07-27";"PRO14";1;12;120
3988;11984;1979;"2022-07-27";"PRO14";1;6;60
3900;11890;1885;"2022-07-27";"PRO14";1;3;30
3602;11586;1581;"2022-07-27";"PRO14";1;12;120
3556;11540;1535;"2022-07-27";"PRO14";1;3;30
3481;11462;1457;"2022-07-27";"PRO14";1;38;380
3277;11253;1248;"2022-07-27";"PRO14";1;8;80
3256;11232;1227;"2022-07-27";"PRO14";1;12;120
3214;11190;1185;"2022-07-27";"PRO14";1;9;90
3135;11111;1106;"2022-07-27";"PRO14";1;18;180
3055;11031;1026;"2022-07-27";"PRO14";1;10;100
3048;11024;1019;"2022-07-27";"PRO14";1;17;167
3009;10984;979;"2022-07-27";"PRO14";1;34;340
2967;10942;937;"2022-07-27";"PRO14";1;1;10
2896;10871;866;"2022-07-27";"PRO14";1;1;10
2869;10843;838;"2022-07-27";"PRO14";1;10;100
2847;10821;816;"2022-07-27";"PRO14";1;31;310
2671;10642;637;"2022-07-27";"PRO14";1;37;370
2516;10483;478;"2022-07-27";"PRO14";1;24;240
2117;15223;5218;"2022-07-28";"PRO12";1;1;120
1991;14012;4007;"2022-07-28";"PRO12";3;1;120
1927;13429;3424;"2022-07-28";"PRO12";3;1;120
1919;13376;3371;"2022-07-28";"PRO12";3;1;120
1910;13240;3235;"2022-07-28";"PRO12";1;1;120
1804;12145;2140;"2022-07-28";"PRO12";1;1;120
1738;11560;1555;"2022-07-28";"PRO12";1;1;120
1695;11241;1236;"2022-07-28";"PRO12";1;1;120
1626;10538;533;"2022-07-28";"PRO12";1;1;120
2422;15223;5218;"2022-07-28";"PRO13";1;1;150
2349;14012;4007;"2022-07-28";"PRO13";1;1;150
2340;13839;3834;"2022-07-28";"PRO13";1;1;150
2316;13376;3371;"2022-07-28";"PRO13";1;1;150
2257;12344;2339;"2022-07-28";"PRO13";1;1;150
2137;10538;533;"2022-07-28";"PRO13";1;1;150
8794;15384;5379;"2022-07-28";"PRO15";1;1;200
8759;15314;5309;"2022-07-28";"PRO15";1;1;200
8733;15223;5218;"2022-07-28";"PRO15";1;1;200
8678;15037;5032;"2022-07-28";"PRO15";1;1;200
8613;14824;4819;"2022-07-28";"PRO15";1;1;200
8393;14057;4052;"2022-07-28";"PRO15";1;1;200
8379;14012;4007;"2022-07-28";"PRO15";1;1;200
8325;13839;3834;"2022-07-28";"PRO15";1;1;200
8251;13591;3586;"2022-07-28";"PRO15";1;1;200
8229;13523;3518;"2022-07-28";"PRO15";1;1;200
8182;13376;3371;"2022-07-28";"PRO15";1;1;200
8135;13227;3222;"2022-07-28";"PRO15";1;1;200
8089;13015;3010;"2022-07-28";"PRO15";1;1;200
8070;12938;2933;"2022-07-28";"PRO15";1;1;200
7970;12621;2616;"2022-07-28";"PRO15";1;1;200
7935;12474;2469;"2022-07-28";"PRO15";1;1;200
7890;12344;2339;"2022-07-28";"PRO15";1;1;200
7838;12145;2140;"2022-07-28";"PRO15";1;1;200
7700;11685;1680;"2022-07-28";"PRO15";1;1;200
7430;10762;757;"2022-07-28";"PRO15";1;1;200
7360;10538;533;"2022-07-28";"PRO15";1;1;200
11736;15329;5324;"2022-07-28";"PRO16";1;1;180
11665;15223;5218;"2022-07-28";"PRO16";1;1;180
11641;15179;5174;"2022-07-28";"PRO16";1;1;180
11553;15037;5032;"2022-07-28";"PRO16";1;1;180
11511;14970;4965;"2022-07-28";"PRO16";1;1;180
11069;14219;4214;"2022-07-28";"PRO16";1;1;180
10975;14057;4052;"2022-07-28";"PRO16";1;1;180
10860;13839;3834;"2022-07-28";"PRO16";1;1;180
10791;13721;3716;"2022-07-28";"PRO16";1;1;180
10682;13523;3518;"2022-07-28";"PRO16";1;1;180
10629;13429;3424;"2022-07-28";"PRO16";1;1;180
10596;13376;3371;"2022-07-28";"PRO16";1;1;180
10496;13227;3222;"2022-07-28";"PRO16";1;1;180
10366;13027;3022;"2022-07-28";"PRO16";1;1;180
10359;13015;3010;"2022-07-28";"PRO16";1;1;180
10318;12938;2933;"2022-07-28";"PRO16";1;1;180
10124;12621;2616;"2022-07-28";"PRO16";1;1;180
9984;12360;2355;"2022-07-28";"PRO16";1;1;180
9973;12344;2339;"2022-07-28";"PRO16";1;1;180
9576;11690;1685;"2022-07-28";"PRO16";1;1;180
9500;11560;1555;"2022-07-28";"PRO16";1;1;180
9473;11510;1505;"2022-07-28";"PRO16";1;1;180
8864;10518;513;"2022-07-28";"PRO16";1;1;180
8848;10497;492;"2022-07-28";"PRO16";1;1;180
8809;10425;420;"2022-07-28";"PRO16";1;1;180
12254;15223;5218;"2022-07-28";"PRO17";1;1;300
12149;14012;4007;"2022-07-28";"PRO17";1;1;300
11915;11685;1680;"2022-07-28";"PRO17";1;1;300
1480;14970;4965;"2022-07-28";"PRO11";1;3;249
1216;14012;4007;"2022-07-28";"PRO11";1;5;368
1198;13961;3956;"2022-07-28";"PRO11";1;2;142
1083;13523;3518;"2022-07-28";"PRO11";5;2;126
1050;13429;3424;"2022-07-28";"PRO11";1;4;263
1035;13402;3397;"2022-07-28";"PRO11";2;1;83
986;13240;3235;"2022-07-28";"PRO11";1;3;240
906;13027;3022;"2022-07-28";"PRO11";4;3;193
902;13015;3010;"2022-07-28";"PRO11";4;3;191
873;12938;2933;"2022-07-28";"PRO11";1;4;297
716;12474;2469;"2022-07-28";"PRO11";1;4;293
704;12434;2429;"2022-07-28";"PRO11";1;4;329
674;12344;2339;"2022-07-28";"PRO11";1;1;83
406;11510;1505;"2022-07-28";"PRO11";1;1;83
171;10762;757;"2022-07-28";"PRO11";1;4;270
101;10519;514;"2022-07-28";"PRO11";1;5;366
76;10425;420;"2022-07-28";"PRO11";5;1;97
7312;15384;5379;"2022-07-28";"PRO14";1;23;230
7258;15329;5324;"2022-07-28";"PRO14";1;3;30
7243;15314;5309;"2022-07-28";"PRO14";1;20;200
7155;15223;5218;"2022-07-28";"PRO14";1;42;420
7112;15179;5174;"2022-07-28";"PRO14";1;6;60
6972;15037;5032;"2022-07-28";"PRO14";1;19;190
6905;14970;4965;"2022-07-28";"PRO14";1;45;450
6832;14896;4891;"2022-07-28";"PRO14";1;26;260
6762;14824;4819;"2022-07-28";"PRO14";1;25;250
6701;14762;4757;"2022-07-28";"PRO14";3;11;110
6173;14219;4214;"2022-07-28";"PRO14";4;20;200
6012;14057;4052;"2022-07-28";"PRO14";1;24;240
5968;14012;4007;"2022-07-28";"PRO14";1;46;460
5920;13961;3956;"2022-07-28";"PRO14";1;10;100
5801;13839;3834;"2022-07-28";"PRO14";1;1;10
5742;13776;3771;"2022-07-28";"PRO14";1;28;280
5687;13721;3716;"2022-07-28";"PRO14";1;52;520
5617;13649;3644;"2022-07-28";"PRO14";1;12;120
5560;13591;3586;"2022-07-28";"PRO14";1;18;180
5493;13523;3518;"2022-07-28";"PRO14";1;10;100
5399;13429;3424;"2022-07-28";"PRO14";1;61;610
5372;13402;3397;"2022-07-28";"PRO14";1;17;170
5346;13376;3371;"2022-07-28";"PRO14";1;26;260
5213;13240;3235;"2022-07-28";"PRO14";1;1;10
5201;13227;3222;"2022-07-28";"PRO14";1;22;220
5004;13027;3022;"2022-07-28";"PRO14";1;25;250
4993;13015;3010;"2022-07-28";"PRO14";1;7;70
4918;12938;2933;"2022-07-28";"PRO14";1;78;780
4605;12621;2616;"2022-07-28";"PRO14";1;17;170
4461;12474;2469;"2022-07-28";"PRO14";1;13;130
4422;12434;2429;"2022-07-28";"PRO14";1;19;190
4337;12344;2339;"2022-07-28";"PRO14";1;19;190
4144;12145;2140;"2022-07-28";"PRO14";1;11;110
3735;11721;1716;"2022-07-28";"PRO14";1;54;540
3705;11690;1685;"2022-07-28";"PRO14";1;17;170
3700;11685;1680;"2022-07-28";"PRO14";1;17;170
3576;11560;1555;"2022-07-28";"PRO14";1;20;200
3526;11510;1505;"2022-07-28";"PRO14";1;2;20
3265;11241;1236;"2022-07-28";"PRO14";1;43;430
2788;10762;757;"2022-07-28";"PRO14";1;14;140
2570;10538;533;"2022-07-28";"PRO14";1;15;150
2552;10519;514;"2022-07-28";"PRO14";1;46;460
2551;10518;513;"2022-07-28";"PRO14";1;30;300
2530;10497;492;"2022-07-28";"PRO14";1;29;290
2459;10425;420;"2022-07-28";"PRO14";1;5;50
1745;11588;1583;"2022-07-29";"PRO12";1;1;120
1722;11437;1432;"2022-07-29";"PRO12";1;1;120
1698;11254;1249;"2022-07-29";"PRO12";1;1;120
1659;10876;871;"2022-07-29";"PRO12";1;1;120
2250;12285;2280;"2022-07-29";"PRO13";1;1;150
8787;15370;5365;"2022-07-29";"PRO15";1;1;200
8715;15161;5156;"2022-07-29";"PRO15";1;1;200
8538;14570;4565;"2022-07-29";"PRO15";1;1;200
8485;14387;4382;"2022-07-29";"PRO15";1;1;200
8045;12856;2851;"2022-07-29";"PRO15";1;1;200
8041;12844;2839;"2022-07-29";"PRO15";1;1;200
8033;12828;2823;"2022-07-29";"PRO15";1;1;200
7974;12635;2630;"2022-07-29";"PRO15";1;1;200
7878;12285;2280;"2022-07-29";"PRO15";1;1;200
7750;11860;1855;"2022-07-29";"PRO15";1;1;200
7669;11588;1583;"2022-07-29";"PRO15";1;1;200
7538;11131;1126;"2022-07-29";"PRO15";1;1;200
7465;10876;871;"2022-07-29";"PRO15";1;1;200
7442;10799;794;"2022-07-29";"PRO15";1;1;200
11780;15395;5390;"2022-07-29";"PRO16";1;1;180
11725;15313;5308;"2022-07-29";"PRO16";1;1;180
11705;15285;5280;"2022-07-29";"PRO16";1;1;180
11675;15240;5235;"2022-07-29";"PRO16";1;1;180
11628;15161;5156;"2022-07-29";"PRO16";1;1;180
11426;14834;4829;"2022-07-29";"PRO16";1;1;180
11346;14694;4689;"2022-07-29";"PRO16";1;1;180
11277;14570;4565;"2022-07-29";"PRO16";1;1;180
11212;14452;4447;"2022-07-29";"PRO16";1;1;180
11174;14387;4382;"2022-07-29";"PRO16";1;1;180
11138;14338;4333;"2022-07-29";"PRO16";1;1;180
11035;14165;4160;"2022-07-29";"PRO16";1;1;180
10397;13074;3069;"2022-07-29";"PRO16";1;1;180
10259;12844;2839;"2022-07-29";"PRO16";1;1;180
10213;12762;2757;"2022-07-29";"PRO16";1;1;180
10136;12635;2630;"2022-07-29";"PRO16";1;1;180
9957;12325;2320;"2022-07-29";"PRO16";1;1;180
9935;12285;2280;"2022-07-29";"PRO16";1;1;180
9679;11860;1855;"2022-07-29";"PRO16";1;1;180
9536;11624;1619;"2022-07-29";"PRO16";1;1;180
9428;11437;1432;"2022-07-29";"PRO16";1;1;180
9319;11254;1249;"2022-07-29";"PRO16";1;1;180
9253;11138;1133;"2022-07-29";"PRO16";1;1;180
9246;11131;1126;"2022-07-29";"PRO16";1;1;180
9040;10799;794;"2022-07-29";"PRO16";1;1;180
12035;12828;2823;"2022-07-29";"PRO17";1;1;300
1448;14834;4829;"2022-07-29";"PRO11";2;1;110
1404;14694;4689;"2022-07-29";"PRO11";3;6;481
1019;13347;3342;"2022-07-29";"PRO11";1;4;328
919;13058;3053;"2022-07-29";"PRO11";4;1;109
836;12828;2823;"2022-07-29";"PRO11";1;4;301
671;12325;2320;"2022-07-29";"PRO11";1;3;218
657;12285;2280;"2022-07-29";"PRO11";1;1;104
7323;15395;5390;"2022-07-29";"PRO14";1;19;190
7320;15392;5387;"2022-07-29";"PRO14";1;5;50
7298;15370;5365;"2022-07-29";"PRO14";1;17;170
7242;15313;5308;"2022-07-29";"PRO14";1;29;290
7215;15285;5280;"2022-07-29";"PRO14";1;8;80
7170;15240;5235;"2022-07-29";"PRO14";1;4;40
7094;15161;5156;"2022-07-29";"PRO14";1;7;70
6772;14834;4829;"2022-07-29";"PRO14";1;22;220
6750;14812;4807;"2022-07-29";"PRO14";1;4;40
6695;14756;4751;"2022-07-29";"PRO14";3;7;70
6635;14694;4689;"2022-07-29";"PRO14";1;74;740
6611;14669;4664;"2022-07-29";"PRO14";1;5;50
6512;14570;4565;"2022-07-29";"PRO14";1;12;120
6417;14473;4468;"2022-07-29";"PRO14";1;2;20
6398;14452;4447;"2022-07-29";"PRO14";1;17;170
6334;14387;4382;"2022-07-29";"PRO14";1;2;20
6119;14165;4160;"2022-07-29";"PRO14";1;3;30
5438;13468;3463;"2022-07-29";"PRO14";1;45;450
5317;13347;3342;"2022-07-29";"PRO14";1;33;330
5049;13074;3069;"2022-07-29";"PRO14";1;6;60
5034;13058;3053;"2022-07-29";"PRO14";1;15;150
4837;12856;2851;"2022-07-29";"PRO14";1;8;80
4825;12844;2839;"2022-07-29";"PRO14";1;5;50
4809;12828;2823;"2022-07-29";"PRO14";1;37;367
4743;12762;2757;"2022-07-29";"PRO14";1;6;60
4708;12726;2721;"2022-07-29";"PRO14";1;29;290
4619;12635;2630;"2022-07-29";"PRO14";1;69;690
4468;12481;2476;"2022-07-29";"PRO14";1;13;130
4318;12325;2320;"2022-07-29";"PRO14";1;3;30
4279;12285;2280;"2022-07-29";"PRO14";1;11;110
3873;11860;1855;"2022-07-29";"PRO14";1;2;20
3872;11859;1854;"2022-07-29";"PRO14";1;25;250
3640;11624;1619;"2022-07-29";"PRO14";1;18;180
3634;11618;1613;"2022-07-29";"PRO14";1;28;280
3604;11588;1583;"2022-07-29";"PRO14";1;4;40
3456;11437;1432;"2022-07-29";"PRO14";1;24;240
3278;11254;1249;"2022-07-29";"PRO14";1;26;260
3162;11138;1133;"2022-07-29";"PRO14";1;22;220
3155;11131;1126;"2022-07-29";"PRO14";1;33;330
2901;10876;871;"2022-07-29";"PRO14";1;8;80
2825;10799;794;"2022-07-29";"PRO14";1;2;20
2114;15185;5180;"2022-07-30";"PRO12";1;1;120
2079;14823;4818;"2022-07-30";"PRO12";1;1;120
2320;13437;3432;"2022-07-30";"PRO13";1;1;150
2185;11185;1180;"2022-07-30";"PRO13";1;1;150
8615;14833;4828;"2022-07-30";"PRO15";1;1;200
8598;14769;4764;"2022-07-30";"PRO15";1;1;200
8492;14403;4398;"2022-07-30";"PRO15";1;1;200
8488;14395;4390;"2022-07-30";"PRO15";1;1;200
8373;13991;3986;"2022-07-30";"PRO15";1;1;200
8340;13886;3881;"2022-07-30";"PRO15";1;1;200
8247;13567;3562;"2022-07-30";"PRO15";1;1;200
8204;13439;3434;"2022-07-30";"PRO15";1;1;200
7906;12403;2398;"2022-07-30";"PRO15";1;1;200
7821;12104;2099;"2022-07-30";"PRO15";1;1;200
7767;11906;1901;"2022-07-30";"PRO15";1;1;200
7708;11706;1701;"2022-07-30";"PRO15";1;1;200
7698;11678;1673;"2022-07-30";"PRO15";1;1;200
7650;11521;1516;"2022-07-30";"PRO15";1;1;200
7641;11507;1502;"2022-07-30";"PRO15";1;1;200
7632;11474;1469;"2022-07-30";"PRO15";1;1;200
7628;11460;1455;"2022-07-30";"PRO15";1;1;200
7595;11329;1324;"2022-07-30";"PRO15";1;1;200
7570;11252;1247;"2022-07-30";"PRO15";1;1;200
7555;11185;1180;"2022-07-30";"PRO15";1;1;200
7437;10784;779;"2022-07-30";"PRO15";1;1;200
11723;15310;5305;"2022-07-30";"PRO16";1;1;180
11701;15281;5276;"2022-07-30";"PRO16";1;1;180
11644;15185;5180;"2022-07-30";"PRO16";1;1;180
11459;14889;4884;"2022-07-30";"PRO16";1;1;180
11433;14848;4843;"2022-07-30";"PRO16";1;1;180
11389;14769;4764;"2022-07-30";"PRO16";1;1;180
11354;14704;4699;"2022-07-30";"PRO16";1;1;180
11319;14651;4646;"2022-07-30";"PRO16";1;1;180
11201;14436;4431;"2022-07-30";"PRO16";1;1;180
11182;14403;4398;"2022-07-30";"PRO16";1;1;180
11179;14395;4390;"2022-07-30";"PRO16";1;1;180
11074;14228;4223;"2022-07-30";"PRO16";1;1;180
10986;14076;4071;"2022-07-30";"PRO16";1;1;180
10941;13991;3986;"2022-07-30";"PRO16";1;1;180
10825;13777;3772;"2022-07-30";"PRO16";1;1;180
10797;13730;3725;"2022-07-30";"PRO16";1;1;180
10650;13459;3454;"2022-07-30";"PRO16";1;1;180
10644;13453;3448;"2022-07-30";"PRO16";1;1;180
10634;13437;3432;"2022-07-30";"PRO16";1;1;180
10518;13259;3254;"2022-07-30";"PRO16";1;1;180
10454;13165;3160;"2022-07-30";"PRO16";1;1;180
10166;12685;2680;"2022-07-30";"PRO16";1;1;180
10026;12442;2437;"2022-07-30";"PRO16";1;1;180
10004;12403;2398;"2022-07-30";"PRO16";1;1;180
9789;12040;2035;"2022-07-30";"PRO16";1;1;180
9767;12003;1998;"2022-07-30";"PRO16";1;1;180
9740;11955;1950;"2022-07-30";"PRO16";1;1;180
9711;11906;1901;"2022-07-30";"PRO16";1;1;180
9590;11713;1708;"2022-07-30";"PRO16";1;1;180
9586;11706;1701;"2022-07-30";"PRO16";1;1;180
9470;11507;1502;"2022-07-30";"PRO16";1;1;180
9281;11185;1180;"2022-07-30";"PRO16";1;1;180
9082;10866;861;"2022-07-30";"PRO16";1;1;180
9030;10784;779;"2022-07-30";"PRO16";1;1;180
8875;10533;528;"2022-07-30";"PRO16";1;1;180
8857;10508;503;"2022-07-30";"PRO16";1;1;180
12187;14426;4421;"2022-07-30";"PRO17";1;1;300
12099;13439;3434;"2022-07-30";"PRO17";1;1;300
12098;13437;3432;"2022-07-30";"PRO17";1;1;300
12080;13259;3254;"2022-07-30";"PRO17";1;1;300
12018;12685;2680;"2022-07-30";"PRO17";1;1;300
11990;12424;2419;"2022-07-30";"PRO17";1;1;300
11948;12003;1998;"2022-07-30";"PRO17";1;1;300
1572;15281;5276;"2022-07-30";"PRO11";1;2;140
1446;14823;4818;"2022-07-30";"PRO11";2;1;100
1428;14769;4764;"2022-07-30";"PRO11";1;1;103
1409;14704;4699;"2022-07-30";"PRO11";3;1;80
1275;14228;4223;"2022-07-30";"PRO11";3;2;122
1231;14076;4071;"2022-07-30";"PRO11";3;1;111
1208;13991;3986;"2022-07-30";"PRO11";1;3;224
1139;13777;3772;"2022-07-30";"PRO11";5;4;315
1095;13567;3562;"2022-07-30";"PRO11";1;3;228
1073;13489;3484;"2022-07-30";"PRO11";5;1;95
996;13259;3254;"2022-07-30";"PRO11";1;4;282
957;13165;3160;"2022-07-30";"PRO11";4;1;101
614;12165;2160;"2022-07-30";"PRO11";1;2;154
575;12040;2035;"2022-07-30";"PRO11";1;1;95
567;12003;1998;"2022-07-30";"PRO11";1;1;86
548;11955;1950;"2022-07-30";"PRO11";1;1;104
472;11713;1708;"2022-07-30";"PRO11";1;2;141
410;11521;1516;"2022-07-30";"PRO11";1;3;196
405;11507;1502;"2022-07-30";"PRO11";1;2;185
345;11329;1324;"2022-07-30";"PRO11";1;1;91
316;11252;1247;"2022-07-30";"PRO11";1;2;127
97;10508;503;"2022-07-30";"PRO11";1;2;166
7211;15281;5276;"2022-07-30";"PRO14";1;2;20
7118;15185;5180;"2022-07-30";"PRO14";1;9;90
6989;15054;5049;"2022-07-30";"PRO14";1;27;267
6826;14889;4884;"2022-07-30";"PRO14";1;2;20
6785;14848;4843;"2022-07-30";"PRO14";1;9;90
6771;14833;4828;"2022-07-30";"PRO14";1;19;190
6761;14823;4818;"2022-07-30";"PRO14";1;5;50
6708;14769;4764;"2022-07-30";"PRO14";3;4;40
6644;14704;4699;"2022-07-30";"PRO14";1;18;180
6593;14651;4646;"2022-07-30";"PRO14";2;9;90
6545;14603;4598;"2022-07-30";"PRO14";1;19;190
6383;14436;4431;"2022-07-30";"PRO14";1;7;70
6373;14426;4421;"2022-07-30";"PRO14";1;55;550
6350;14403;4398;"2022-07-30";"PRO14";1;6;60
6342;14395;4390;"2022-07-30";"PRO14";1;6;60
6331;14384;4379;"2022-07-30";"PRO14";1;3;30
6312;14364;4359;"2022-07-30";"PRO14";2;19;190
6182;14228;4223;"2022-07-30";"PRO14";4;8;80
6044;14090;4085;"2022-07-30";"PRO14";1;11;110
6030;14076;4071;"2022-07-30";"PRO14";1;15;150
5948;13991;3986;"2022-07-30";"PRO14";1;23;230
5848;13886;3881;"2022-07-30";"PRO14";1;10;100
5837;13875;3870;"2022-07-30";"PRO14";1;3;30
5743;13777;3772;"2022-07-30";"PRO14";1;7;70
5696;13730;3725;"2022-07-30";"PRO14";1;11;110
5536;13567;3562;"2022-07-30";"PRO14";1;12;120
5533;13563;3558;"2022-07-30";"PRO14";1;10;100
5459;13489;3484;"2022-07-30";"PRO14";1;10;100
5429;13459;3454;"2022-07-30";"PRO14";1;26;260
5423;13453;3448;"2022-07-30";"PRO14";1;2;20
5409;13439;3434;"2022-07-30";"PRO14";1;49;490
5407;13437;3432;"2022-07-30";"PRO14";1;4;40
5232;13259;3254;"2022-07-30";"PRO14";1;9;90
5140;13165;3160;"2022-07-30";"PRO14";1;2;20
5046;13071;3066;"2022-07-30";"PRO14";1;25;250
4667;12685;2680;"2022-07-30";"PRO14";1;24;240
4430;12442;2437;"2022-07-30";"PRO14";1;3;30
4414;12424;2419;"2022-07-30";"PRO14";1;2;20
4394;12403;2398;"2022-07-30";"PRO14";1;47;470
4162;12165;2160;"2022-07-30";"PRO14";1;72;720
4103;12104;2099;"2022-07-30";"PRO14";1;67;667
4041;12040;2035;"2022-07-30";"PRO14";1;20;200
4007;12003;1998;"2022-07-30";"PRO14";1;70;700
3962;11955;1950;"2022-07-30";"PRO14";1;17;170
3914;11907;1902;"2022-07-30";"PRO14";1;19;190
3728;11713;1708;"2022-07-30";"PRO14";1;36;360
3721;11706;1701;"2022-07-30";"PRO14";1;11;110
3693;11678;1673;"2022-07-30";"PRO14";1;25;250
3537;11521;1516;"2022-07-30";"PRO14";1;7;70
3523;11507;1502;"2022-07-30";"PRO14";1;11;110
3492;11474;1469;"2022-07-30";"PRO14";1;30;300
3479;11460;1455;"2022-07-30";"PRO14";1;1;10
3353;11329;1324;"2022-07-30";"PRO14";1;15;150
3276;11252;1247;"2022-07-30";"PRO14";1;6;60
3209;11185;1180;"2022-07-30";"PRO14";1;76;760
2891;10866;861;"2022-07-30";"PRO14";1;9;90
2810;10784;779;"2022-07-30";"PRO14";1;6;60
2565;10533;528;"2022-07-30";"PRO14";1;11;110
2541;10508;503;"2022-07-30";"PRO14";1;6;60
2063;14682;4677;"2022-07-31";"PRO12";1;1;120
2032;14381;4376;"2022-07-31";"PRO12";5;1;120
2017;14238;4233;"2022-07-31";"PRO12";5;1;120
1996;14061;4056;"2022-07-31";"PRO12";3;1;120
1924;13391;3386;"2022-07-31";"PRO12";3;1;120
1914;13282;3277;"2022-07-31";"PRO12";1;1;120
1912;13270;3265;"2022-07-31";"PRO12";1;1;120
1878;12883;2878;"2022-07-31";"PRO12";1;1;120
2385;14682;4677;"2022-07-31";"PRO13";1;1;150
2368;14381;4376;"2022-07-31";"PRO13";1;1;150
2350;14061;4056;"2022-07-31";"PRO13";1;1;150
2344;13906;3901;"2022-07-31";"PRO13";1;1;150
2249;12282;2277;"2022-07-31";"PRO13";1;1;150
2131;10429;424;"2022-07-31";"PRO13";1;1;150
8705;15130;5125;"2022-07-31";"PRO15";1;1;200
8506;14443;4438;"2022-07-31";"PRO15";1;1;200
8483;14381;4376;"2022-07-31";"PRO15";1;1;200
8394;14061;4056;"2022-07-31";"PRO15";1;1;200
8346;13906;3901;"2022-07-31";"PRO15";1;1;200
8307;13796;3791;"2022-07-31";"PRO15";1;1;200
8305;13781;3776;"2022-07-31";"PRO15";1;1;200
8248;13574;3569;"2022-07-31";"PRO15";1;1;200
8199;13424;3419;"2022-07-31";"PRO15";1;1;200
8171;13353;3348;"2022-07-31";"PRO15";1;1;200
8151;13282;3277;"2022-07-31";"PRO15";1;1;200
8012;12767;2762;"2022-07-31";"PRO15";1;1;200
7886;12319;2314;"2022-07-31";"PRO15";1;1;200
7877;12282;2277;"2022-07-31";"PRO15";1;1;200
7622;11436;1431;"2022-07-31";"PRO15";1;1;200
7575;11274;1269;"2022-07-31";"PRO15";1;1;200
7353;10504;499;"2022-07-31";"PRO15";1;1;200
7336;10429;424;"2022-07-31";"PRO15";1;1;200
11558;15042;5037;"2022-07-31";"PRO16";1;1;180
11337;14682;4677;"2022-07-31";"PRO16";1;1;180
11241;14512;4507;"2022-07-31";"PRO16";1;1;180
11206;14443;4438;"2022-07-31";"PRO16";1;1;180
11169;14381;4376;"2022-07-31";"PRO16";1;1;180
11109;14292;4287;"2022-07-31";"PRO16";1;1;180
11014;14137;4132;"2022-07-31";"PRO16";1;1;180
10943;13994;3989;"2022-07-31";"PRO16";1;1;180
10901;13906;3901;"2022-07-31";"PRO16";1;1;180
10891;13893;3888;"2022-07-31";"PRO16";1;1;180
10879;13869;3864;"2022-07-31";"PRO16";1;1;180
10836;13796;3791;"2022-07-31";"PRO16";1;1;180
10827;13781;3776;"2022-07-31";"PRO16";1;1;180
10798;13733;3728;"2022-07-31";"PRO16";1;1;180
10749;13644;3639;"2022-07-31";"PRO16";1;1;180
10626;13424;3419;"2022-07-31";"PRO16";1;1;180
10605;13391;3386;"2022-07-31";"PRO16";1;1;180
10582;13353;3348;"2022-07-31";"PRO16";1;1;180
10460;13173;3168;"2022-07-31";"PRO16";1;1;180
10268;12855;2850;"2022-07-31";"PRO16";1;1;180
10216;12767;2762;"2022-07-31";"PRO16";1;1;180
9933;12282;2277;"2022-07-31";"PRO16";1;1;180
9826;12103;2098;"2022-07-31";"PRO16";1;1;180
9732;11938;1933;"2022-07-31";"PRO16";1;1;180
9625;11773;1768;"2022-07-31";"PRO16";1;1;180
9427;11436;1431;"2022-07-31";"PRO16";1;1;180
9416;11422;1417;"2022-07-31";"PRO16";1;1;180
9330;11274;1269;"2022-07-31";"PRO16";1;1;180
9128;10940;935;"2022-07-31";"PRO16";1;1;180
9019;10766;761;"2022-07-31";"PRO16";1;1;180
8971;10691;686;"2022-07-31";"PRO16";1;1;180
8854;10504;499;"2022-07-31";"PRO16";1;1;180
8812;10429;424;"2022-07-31";"PRO16";1;1;180
12243;15042;5037;"2022-07-31";"PRO17";1;1;300
12208;14682;4677;"2022-07-31";"PRO17";1;1;300
12154;14061;4056;"2022-07-31";"PRO17";1;1;300
12068;13173;3168;"2022-07-31";"PRO17";1;1;300
12038;12855;2850;"2022-07-31";"PRO17";5;1;300
11977;12282;2277;"2022-07-31";"PRO17";1;1;300
11923;11773;1768;"2022-07-31";"PRO17";1;1;300
11883;11422;1417;"2022-07-31";"PRO17";1;1;300
11788;10429;424;"2022-07-31";"PRO17";5;1;300
1518;15130;5125;"2022-07-31";"PRO11";1;2;159
